,Cons No,Dtr No,Category,Load,Latitude,Longitude,d
2725,133000049379,117,46,0.49,24.9448039,92.5825018,1
2726,133000010843,117,46,0.38,24.9497933,92.5645533,1
2727,133000049353,117,46,0.49,24.9448039,92.5825018,1
2728,133000042833,117,46,0.06,24.9513261,92.5648424,1
2729,133000049354,117,46,0.49,24.9497933,92.5645533,1
2730,133000042834,117,46,1.0,24.9444334,92.5825018,1
2731,133000042832,117,46,0.06,24.9498172,92.5644395,1
2732,133000028697,118,46,0.36,24.9634915,92.551524,1
2733,133000010778,118,46,0.42,24.9630892,92.553382,1
2734,133000028696,118,46,0.36,24.959691,92.5570984,1
2735,133010070717,118,46,0.49,24.9486417,92.554685,1
2736,133000028695,118,46,1.0,24.9630892,92.553382,1
2737,133000010780,118,46,0.48,24.9604374,92.5567887,1
2738,133000028694,118,46,0.36,24.9698695,92.5468791,1
2739,133000044468,118,46,1.0,24.89472,92.5642224,1
2740,133010070707,118,46,0.49,24.9357691,92.5474984,1
2741,133000028698,118,46,0.36,24.9634915,92.551524,1
2742,133000010782,118,46,1.0,24.9672653,92.5474984,1
2743,133000010783,118,46,0.42,24.9619776,92.553382,1
2744,133000012963,118,46,0.06,24.9634915,92.551524,1
2745,133000028699,118,46,0.36,24.9634915,92.551524,1
2746,133000010784,118,46,0.42,24.9630892,92.553382,1
2747,133000010785,118,46,0.42,24.9501363,92.552453,1
2748,133000010786,118,46,0.4,24.963465,92.5530724,1
2749,133000028354,118,46,0.62,24.94889,92.5559167,1
2750,133000040039,118,46,0.49,24.959691,92.5570984,1
2751,133000040031,118,46,0.49,24.9357691,92.5474984,1
2752,133000010788,118,48,0.34,24.9396377,92.5379003,1
2753,133000010781,118,46,0.48,24.9709811,92.5468791,1
2754,133000040028,118,46,0.49,24.9493465,92.5559066,1
2755,133000040026,118,43,0.49,24.9304124,92.5574082,1
2756,133000040033,118,43,0.49,24.9709811,92.5468791,1
2757,133000012968,118,46,1.0,24.9634915,92.551524,1
2758,133000028690,118,46,0.36,24.9399347,92.5422346,1
2759,133000028689,118,46,0.36,24.9396377,92.5379003,1
2760,133000028691,118,46,0.36,24.9448097,92.538829,1
2761,133000038825,118,46,1.0,24.9630892,92.553382,1
2762,133000028693,118,46,1.0,24.9374405,92.5363524,1
2763,133000040034,118,46,0.49,24.94889,92.5559167,1
2764,133000010768,118,48,0.41,24.959691,92.5570984,1
2765,133000010769,118,46,1.0,24.963465,92.5530724,1
2766,133000010770,118,46,0.62,24.9596963,92.5567887,1
2767,133000040029,118,46,0.49,24.94889,92.5559167,1
2768,133000010771,118,46,0.62,24.9634915,92.551524,1
2769,133000010773,118,46,0.62,24.9698695,92.5468791,1
2770,133000040027,118,46,0.49,24.9646189,92.5505949,1
2771,133000040035,118,46,0.49,24.9396377,92.5379003,1
2772,133000038847,118,46,1.0,24.9454825,92.5428539,1
2773,133000012966,118,46,0.06,24.9399347,92.5422346,1
2774,133010070711,118,46,0.49,24.8965253,92.5670103,1
2775,133000040030,118,43,0.49,24.9619724,92.5536917,1
2776,133000012965,118,46,1.0,24.8947147,92.5645321,1
2777,133000040352,118,46,1.0,24.9454825,92.5428539,1
2778,133000010775,118,46,0.56,24.9454825,92.5428539,1
2779,133000040032,118,46,0.49,24.9634862,92.5518336,1
2780,133000040356,118,46,1.0,24.959691,92.5570984,1
2781,133000010776,118,46,2.0,24.9634915,92.551524,1
2782,133000010777,118,46,0.42,24.9634915,92.551524,1
2783,133000040038,118,46,0.49,24.9630892,92.553382,1
2784,133000012964,118,46,0.06,24.9619776,92.553382,1
2785,133000012967,118,46,0.06,24.9653335,92.5521433,1
2786,133000010774,118,46,0.48,24.9304124,92.5574082,1
2787,133000010787,118,46,0.42,24.9509038,92.5509046,1
2788,133000006721,118,46,0.62,24.9533283,92.5608151,1
2789,133000020001,118,46,0.46,24.959691,92.5570984,1
2790,133000015573,118,48,0.21,24.9596963,92.5567887,1
2791,133000030631,118,46,0.52,24.8958212,92.5648419,1
2792,133000015574,118,48,0.26,24.959691,92.5570984,1
2793,133000015575,118,46,0.36,24.9582353,92.5555499,1
2794,133000015581,118,46,0.31,24.9709811,92.5468791,1
2795,133000038704,118,46,1.0,24.9413995,92.5865304,1
2796,133000015576,118,46,0.47,24.9634915,92.551524,1
2797,133000015580,118,46,0.47,24.9630892,92.553382,1
2798,133000047236,118,46,0.49,24.9698695,92.5468791,1
2799,133000015577,118,46,0.42,24.959691,92.5570984,1
2800,133000015579,118,46,0.36,24.8958212,92.5648419,1
2801,133000043137,118,43,0.49,24.9489083,92.5555783,1
2802,133000028670,118,46,0.36,24.9634915,92.551524,1
2803,133000006723,118,46,0.42,24.9709811,92.5468791,1
2804,133000006722,118,46,0.42,24.9698695,92.5468791,1
2805,133000010789,118,48,0.24,24.9634915,92.551524,1
2806,133000006720,118,46,0.42,24.959691,92.5570984,1
2807,133000031146,118,46,0.67,24.925079,92.5874602,1
2808,133010070688,118,43,0.49,24.89472,92.5642224,1
2809,133000015578,118,46,0.42,24.950971,92.5572373,1
2810,133000015583,118,46,0.31,24.9630892,92.553382,1
2811,133000026221,118,46,0.42,24.9630892,92.553382,1
2812,133000047199,118,43,0.49,24.94889,92.5559167,1
2813,133000050857,118,43,0.06,24.9630892,92.553382,1
2814,133010071959,118,46,0.49,24.94889,92.5559167,1
2815,133010072403,118,46,1.0,24.9462433,92.555045,1
2816,133000043136,118,46,0.49,24.9515233,92.5580276,1
2817,133000014094,118,46,0.06,24.9515233,92.5580276,1
2818,133000034888,118,46,0.42,24.9604359,92.5784735,1
2819,133000034887,118,46,0.52,24.9630892,92.553382,1
2820,133000050457,118,75,1.0,24.9433065,92.5400674,1
2821,133000008726,120,46,0.76,24.9671809,92.552453,1
2822,133000050710,120,46,1.0,24.9678161,92.558647,1
2823,133000008727,120,46,0.48,24.968303,92.5518336,1
2824,133000049017,120,46,1.0,24.9672811,92.5682494,1
2825,133000031145,120,46,0.62,24.9707538,92.5601957,1
2826,133000008728,120,46,0.46,24.9670884,92.5531527,1
2827,133000008729,120,46,0.57,24.9699491,92.5639126,1
2828,133000040768,120,43,0.06,24.9684352,92.5657712,1
2829,133000008725,120,46,2.0,24.969404,92.552453,1
2830,133000020641,120,46,1.0,24.9671809,92.552453,1
2831,133000020640,120,46,1.0,24.9731092,92.552453,1
2832,133000041006,120,46,0.49,24.9699491,92.5639126,1
2833,133000036084,120,46,1.0,24.967657,92.5679396,1
2834,133000027897,120,46,0.62,24.9531481,92.5496659,1
2835,133000027902,120,46,0.73,24.9680139,92.5515996,1
2836,133000040472,120,46,1.0,24.9796038,92.5626736,1
2837,133000042972,120,43,0.49,24.9716361,92.5557571,1
2838,133000008730,120,46,0.68,24.9697164,92.5558596,1
2839,133000037754,120,46,1.0,24.9711455,92.5589568,1
2840,133000037709,120,46,1.0,24.9654509,92.5511659,1
2841,133000050739,120,75,1.0,24.9682713,92.5536917,1
2842,133000030344,120,48,2.0,24.972707,92.5543111,1
2843,133000035814,120,46,0.94,24.9719025,92.5580276,1
2844,133000046872,120,46,1.0,24.9697798,92.5521433,1
2845,133000041002,120,43,1.0,24.9678131,92.5500387,1
2846,133000049056,120,46,1.0,24.9711243,92.5601957,1
2847,133000040770,120,43,0.06,24.9589817,92.5552402,1
2848,133000016655,120,46,0.06,24.9583484,92.5270661,1
2849,133000016653,120,46,1.0,24.9679272,92.5521433,1
2850,133000041003,120,46,0.49,24.969404,92.552453,1
2851,133000008721,120,46,0.76,24.9681135,92.5496396,1
2852,133000016649,120,46,1.0,24.9720505,92.5493563,1
2853,133000016648,120,46,0.06,24.9697164,92.5558596,1
2854,133000036172,120,46,0.87,24.972707,92.5543111,1
2855,133000008722,120,46,0.46,24.9671809,92.552453,1
2856,133000008723,120,46,0.72,24.969404,92.552453,1
2857,133010072404,120,46,1.0,24.9697798,92.5521433,1
2858,133000041004,120,43,0.49,24.9672811,92.5682494,1
2859,133000027373,120,46,0.56,24.9723312,92.5546208,1
2860,133000024802,120,46,0.62,24.9682881,92.5488403,1
2861,133000008724,120,46,0.7,24.9585265,92.5601957,1
2862,133000016906,120,46,0.73,24.9706643,92.5556904,1
2863,133000008733,120,46,0.47,24.969404,92.552453,1
2864,133000035175,120,46,2.0,24.969404,92.552453,1
2865,133000022453,120,49,1.0,24.9711985,92.5558596,1
2866,133000035136,120,46,0.47,24.9929218,92.5202573,1
2867,133000035135,120,46,0.78,24.9709822,92.5547643,1
2868,133000008740,120,46,0.46,24.9723312,92.5546208,1
2869,133000041413,120,46,0.49,24.9711455,92.5589568,1
2870,133010071048,120,46,1.0,24.9683874,92.5685592,1
2871,133000008745,120,49,0.43,24.9793055,92.5800228,1
2872,133000010715,120,46,0.39,24.9711455,92.5589568,1
2873,133000010709,120,46,0.6,24.9711455,92.5589568,1
2874,133000008744,120,46,0.62,24.9699491,92.5639126,1
2875,133000051195,120,46,1.0,24.9672811,92.5682494,1
2876,133000010708,120,46,0.6,24.9701556,92.5518336,1
2877,133000029855,120,46,0.82,24.9671809,92.552453,1
2878,133000008743,120,46,0.42,24.9711455,92.5589568,1
2879,133000016912,120,46,0.42,24.969404,92.552453,1
2880,133000008742,120,46,0.42,24.9697164,92.5558596,1
2881,133000010707,120,46,0.66,24.963715,92.5525667,1
2882,133000016910,120,46,0.42,24.9707485,92.5605054,1
2883,133000016909,120,46,0.42,24.97155,92.5553566,1
2884,133000039360,120,46,1.0,24.9671809,92.552453,1
2885,133000016908,120,46,0.72,24.972707,92.5543111,1
2886,133000008741,120,46,3.0,24.9683874,92.5685592,1
2887,133000016907,120,46,0.78,24.9700128,92.5601957,1
2888,133010070231,120,46,1.0,24.9708174,92.556479,1
2889,133000008731,120,46,0.63,24.9688133,92.5547422,1
2890,133000051194,120,43,0.49,24.9796038,92.5626736,1
2891,133000037029,120,46,1.0,24.9711455,92.5589568,1
2892,133000008734,120,46,0.62,24.972707,92.5543111,1
2893,133000038703,120,46,1.0,24.9635593,92.5498365,1
2894,133000008736,120,46,0.36,24.9766531,92.5834315,1
2895,133000008737,120,46,0.73,24.9723312,92.5546208,1
2896,133000042970,120,43,0.49,24.9723507,92.555701,1
2897,133000031254,120,46,0.52,24.9682713,92.5536917,1
2898,133000038896,120,46,1.0,24.9682023,92.5519396,1
2899,133000029597,120,48,0.36,24.9711455,92.5589568,1
2900,133000043138,120,43,0.49,24.9711455,92.5589568,1
2901,133000039487,120,46,1.0,24.972707,92.5543111,1
2902,133000039396,120,46,1.0,24.9679617,92.5509533,1
2903,133000037049,120,46,1.0,24.9671809,92.552453,1
2904,133000008738,120,46,0.42,24.9678161,92.558647,1
2905,133000008739,120,46,0.42,24.9686207,92.5549305,1
2906,133000043139,120,46,0.49,24.9711455,92.5589568,1
2907,133000010721,120,46,0.36,24.9711455,92.5589568,1
2908,133000043140,120,43,0.49,24.969404,92.552453,1
2909,133000010718,120,46,1.0,24.9711455,92.5589568,1
2910,133000043141,120,43,0.49,24.9727282,92.5530724,1
2911,133000010717,120,46,0.54,24.9650033,92.5525667,1
2912,133000043142,120,46,0.49,24.9663288,92.5589568,1
2913,133000031371,120,46,0.62,24.9701345,92.5530724,1
2914,133000037003,120,46,1.0,24.9671809,92.552453,1
2915,133000011765,120,46,1.0,24.972707,92.5543111,1
2916,133000051767,120,46,1.0,24.9709124,92.5581299,1
2917,133000023570,120,48,0.34,24.9670615,92.5534761,1
2918,133000040436,120,46,1.0,24.9672758,92.5685592,1
2919,133000023567,120,46,0.62,24.9707962,92.5577179,1
2920,133000044607,120,46,2.0,24.9678083,92.550315,1
2921,133000023547,120,46,0.57,24.9680115,92.568869,1
2922,133000031748,120,46,0.69,24.9699491,92.5639126,1
2923,133000015880,120,46,1.0,24.9561259,92.5476575,1
2924,133010072201,120,46,1.0,24.9711296,92.5598859,1
2925,133000041005,120,43,0.49,24.9711985,92.5558596,1
2926,133000036365,120,46,1.0,24.9697481,92.5540014,1
2927,133000037543,120,46,1.0,24.969404,92.552453,1
2928,133000023566,120,46,0.42,24.9707538,92.5601957,1
2929,133000002564,120,46,0.52,24.9699438,92.5642224,1
2930,133000044149,120,46,0.49,24.9671936,92.5508538,1
2931,133000025732,120,46,0.98,24.9671809,92.552453,1
2932,133000047010,120,46,1.0,24.9739242,92.5481177,1
2933,133000002563,120,46,1.53,24.9711455,92.5589568,1
2934,133000034855,120,46,1.0,24.9671809,92.552453,1
2935,133000002562,120,46,0.62,24.9674509,92.5583373,1
2936,133000035095,120,46,0.63,24.9641518,92.5778538,1
2937,133000030723,120,46,0.62,24.9666297,92.553383,1
2938,133000051463,120,46,1.0,24.9697798,92.5521433,1
2939,133000017869,120,46,0.57,24.9671809,92.552453,1
2940,133000023565,120,46,4.0,24.9726964,92.5549305,1
2941,133000023550,120,46,0.47,24.969404,92.552453,1
2942,133000023564,120,46,0.42,24.9699491,92.5639126,1
2943,133000016897,120,46,0.37,24.9711296,92.5598859,1
2944,133000016898,120,46,0.36,24.9711455,92.5589568,1
2945,133000017870,120,46,1.0,24.9711508,92.558647,1
2946,133000025214,120,46,0.96,24.9672758,92.5685592,1
2947,133000016899,120,46,0.53,24.9707962,92.5577179,1
2948,133000023555,120,46,0.68,24.9697164,92.5558596,1
2949,133000017868,120,46,1.0,24.9796038,92.5626736,1
2950,133000035108,120,46,0.52,24.969404,92.552453,1
2951,133000017209,120,46,0.06,24.9680115,92.568869,1
2952,133000023556,120,46,0.63,24.9706982,92.5546335,1
2953,133000023557,120,46,1.0,24.9793055,92.5800228,1
2954,133000023558,120,46,0.57,24.9675022,92.5522525,1
2955,133000023559,120,46,0.79,24.9686207,92.5549305,1
2956,133000023561,120,46,0.94,24.9679587,92.5509537,1
2957,133000023554,120,46,0.52,24.9682502,92.5549305,1
2958,133000023553,120,49,0.43,24.9707485,92.5605054,1
2959,133000023562,120,46,0.62,24.9671809,92.552453,1
2960,133000023552,120,46,0.52,24.9699491,92.5639126,1
2961,133000025207,120,46,0.67,24.9707538,92.5601957,1
2962,133000023563,120,46,0.94,24.9671809,92.552453,1
2963,133000030618,120,46,1.0,24.9671809,92.552453,1
2964,133000047100,120,46,1.0,24.9739031,92.5493563,1
2965,133000017210,120,46,0.42,24.9704433,92.5542876,1
2966,133000016901,120,46,0.68,24.9721889,92.556351,1
2967,133000016902,120,46,0.46,24.9723312,92.5546208,1
2968,133000016903,120,46,0.42,24.972707,92.5543111,1
2969,133000016900,120,46,0.68,24.9707962,92.5577179,1
2970,133000038721,120,46,1.0,24.9586111,92.5552402,1
2971,133000050126,120,46,1.0,24.9781788,92.5375907,1
2972,133000010803,121,46,0.42,24.9214976,92.558647,1
2973,133000010815,121,46,0.5,24.9309705,92.5896296,1
2974,133000010797,121,46,0.5,24.931375,92.5410333,1
2975,133000010796,121,46,0.42,24.9302133,92.5905594,1
2976,133000010800,121,46,0.56,24.932255,92.54043,1
2977,133000010816,121,46,0.5,24.9410343,92.5862205,1
2978,133000010793,121,46,0.32,24.9313717,92.5410524,1
2979,133000010792,121,46,0.45,24.9310217,92.5403433,1
2980,133000010790,121,49,0.52,24.9308306,92.5418044,1
2981,133000023578,121,46,0.68,24.8947147,92.5645321,1
2982,133000010804,121,46,0.34,24.9282644,92.5091179,1
2983,133000010794,121,46,0.45,24.9305785,92.5908694,1
2984,133000022732,121,46,0.57,24.9309705,92.5896296,1
2985,133000010805,121,46,0.52,24.9003372,92.5608151,1
2986,133000010806,121,46,0.46,24.9310217,92.5403433,1
2987,133000010807,121,46,0.34,24.9328584,92.5224236,1
2988,133000010808,121,46,1.0,24.9207194,92.5608151,1
2989,133000040390,121,75,1.0,24.9309383,92.541335,1
2990,133000010795,121,46,0.42,24.9314418,92.5406616,1
2991,133000051872,121,46,1.0,24.9313758,92.5407059,1
2992,133000038817,121,46,1.0,24.9310217,92.5403433,1
2993,133000010802,121,46,0.36,24.9313352,92.5406017,1
2994,133000010798,121,46,0.34,24.9324899,92.5414625,1
2995,133000010799,121,46,0.38,24.931375,92.5410333,1
2996,133000036489,121,46,1.0,24.934645,92.540915,1
2997,133000010812,121,46,0.52,24.9323406,92.5407557,1
2998,133000015584,121,46,0.42,24.9309705,92.5896296,1
2999,133000040680,121,46,0.06,24.9338715,92.5435054,1
3000,133000010811,121,46,0.4,24.9323717,92.54076,1
3001,133000010814,121,46,0.52,24.9312,92.540455,1
3002,133000010813,121,46,0.4,24.8965041,92.5682494,1
3003,133000026677,125,46,0.42,24.9800576,92.5360428,1
3004,133000026751,125,46,0.47,25.021977,92.4664416,1
3005,133010071751,125,46,1.0,24.9385897,92.5270725,1
3006,133010071100,125,46,1.0,24.938726,92.5268114,1
3007,133000026693,125,46,0.52,24.9766766,92.5168533,1
3008,133000030772,125,46,0.68,24.9748604,92.5146873,1
3009,133000026695,125,46,0.52,24.8926233,92.5567887,1
3010,133000026672,125,46,0.52,24.937876,92.523872,1
3011,133000026671,125,46,0.57,24.9538021,92.5109743,1
3012,133000026747,125,46,0.52,24.9374117,92.5229117,1
3013,133000026678,125,46,0.57,24.9386133,92.5265167,1
3014,133000026668,125,46,0.63,24.9357691,92.5474984,1
3015,133000030319,125,46,1.0,24.939244,92.5309931,1
3016,133000026694,125,46,0.42,24.9388191,92.5258605,1
3017,133000026753,125,46,0.47,24.9388772,92.5300369,1
3018,133000026691,125,46,0.47,24.9391433,92.522105,1
3019,133000026692,125,46,0.47,24.8966707,92.5146873,1
3020,133000047030,125,46,1.0,24.9370668,92.5228096,1
3021,133000042891,125,46,0.06,24.9538021,92.5109743,1
3022,133000026683,125,46,0.68,24.8974482,92.5125213,1
3023,133000030610,125,46,0.57,24.93757,92.5283117,1
3024,133000026675,125,46,0.57,24.9399347,92.5422346,1
3025,133010070202,125,46,1.0,24.93444,92.5434086,1
3026,133000026686,125,46,0.62,24.9748604,92.5146873,1
3027,133000026681,125,46,0.47,24.902206,92.5598859,1
3028,133000026676,125,46,0.47,24.940358,92.5266278,1
3029,133000026763,125,46,0.5,24.9400842,92.5288016,1
3030,133000026687,125,46,0.47,24.9194946,92.5016931,1
3031,133000026689,125,46,0.42,24.9317571,92.5218047,1
3032,133000026684,125,46,0.73,24.9386167,92.5262733,1
3033,133000026685,125,46,0.62,24.9405383,92.5266562,1
3034,133000026674,125,46,0.57,24.9399347,92.5422346,1
3035,133000026690,125,46,0.42,24.9377817,92.5232417,1
3036,133000038102,125,46,0.49,24.9282644,92.5091179,1
3037,133000026765,125,46,0.36,24.9370667,92.52281,1
3038,133000026708,125,46,0.52,24.9393779,92.5270894,1
3039,133000026697,125,46,1.0,24.8947147,92.5645321,1
3040,133000031423,125,46,0.62,24.9391433,92.522105,1
3041,133000052176,125,49,1.0,24.9370936,92.5226003,1
3042,133000026724,125,46,0.47,24.9385647,92.5274619,1
3043,133000026727,125,46,0.47,24.9386174,92.5265077,1
3044,133000026729,125,46,0.39,24.8919683,92.5298518,1
3045,133000026732,125,46,0.82,24.9386383,92.52656,1
3046,133000026734,125,46,0.57,24.9413683,92.5285983,1
3047,133000026735,125,46,0.62,24.9466703,92.4942695,1
3048,133000026696,125,46,0.47,24.9374071,92.5229096,1
3049,133000026746,125,46,0.52,24.9370667,92.52281,1
3050,133000026741,125,46,0.57,24.9781378,92.5180911,1
3051,133000037905,125,46,1.0,24.9385942,92.5265435,1
3052,133000026739,125,46,0.57,24.8966707,92.5146873,1
3053,133000038901,125,46,1.0,24.9816285,92.5088085,1
3054,133000037931,125,46,1.0,24.9315841,92.5100461,1
3055,133000038716,125,46,2.0,24.9536722,92.51871,1
3056,133000031475,125,46,0.78,24.9317571,92.5218047,1
3057,133000031474,125,46,1.0,24.9378967,92.5239317,1
3058,133000026738,125,46,0.57,24.9466703,92.4942695,1
3059,133000050449,125,75,1.0,24.9413623,92.5286046,1
3060,133010071793,125,46,1.0,24.9411042,92.538829,1
3061,133000026721,125,46,0.53,24.8770997,92.5543111,1
3062,133000026736,125,46,0.63,24.9399347,92.5422346,1
3063,133000026680,125,46,0.57,24.9301225,92.5088085,1
3064,133000026712,125,46,0.47,24.9556237,92.5128307,1
3065,133000026700,125,46,0.43,24.9781274,92.51871,1
3066,133000026699,125,46,0.52,24.9538021,92.5109743,1
3067,133000026714,125,46,0.68,24.9371338,92.5225121,1
3068,133000026716,125,46,0.52,24.9386715,92.5272744,1
3069,133000026709,125,46,0.42,24.9375738,92.5283187,1
3070,133000026679,125,46,0.54,24.8966707,92.5146873,1
3071,133000052012,125,46,1.0,24.9384592,92.5267322,1
3072,133000026717,125,46,0.47,24.9388217,92.52584,1
3073,133000026713,125,46,0.52,24.9381255,92.5241753,1
3074,133000026707,125,46,0.42,24.9538021,92.5109743,1
3075,133000026718,125,46,0.52,24.9389233,92.5276817,1
3076,133000026698,125,46,0.52,24.9386874,92.5246348,1
3077,133000051993,125,46,1.0,24.9538021,92.5109743,1
3078,133010070189,126,46,1.0,24.9731092,92.552453,1
3079,133000020379,126,46,3.0,24.9735009,92.5512143,1
3080,133000020380,126,46,0.47,24.9731356,92.5509046,1
3081,133000020382,126,46,0.73,24.9730828,92.5540014,1
3082,133000020383,126,46,0.47,24.9671809,92.552453,1
3083,133000020385,126,46,0.36,24.9699692,92.5519575,1
3084,133000049139,126,46,1.0,24.9708068,92.5570984,1
3085,133000025677,126,48,0.47,24.9727282,92.5530724,1
3086,133000022780,126,48,0.62,24.9719236,92.5567887,1
3087,133000020386,126,46,0.31,24.9735326,92.5493563,1
3088,133000020384,126,46,0.42,24.9735009,92.5512143,1
3089,133000022779,126,48,0.78,24.9721103,92.5564388,1
3090,133000025676,126,46,0.47,24.9735009,92.5512143,1
3091,133000022777,126,48,1.0,24.972707,92.5543111,1
3092,133000020408,126,46,0.67,24.9711455,92.5589568,1
3093,133000031529,126,48,0.98,24.9707538,92.5601957,1
3094,133000051131,126,46,1.0,24.9735009,92.5512143,1
3095,133000050447,126,46,1.0,24.9735009,92.5512143,1
3096,133010070066,126,46,1.0,24.9719236,92.5567887,1
3097,133000043143,126,43,0.49,24.9764313,92.53741,1
3098,133000041009,126,46,1.0,24.9674403,92.5589568,1
3099,133000031002,126,46,0.62,24.9735009,92.5512143,1
3100,133000036871,126,48,1.0,24.9711985,92.5558596,1
3101,133000040763,126,46,0.06,24.9727176,92.5536917,1
3102,133000040042,126,46,0.49,24.9707538,92.5601957,1
3103,133000022781,126,48,1.7,24.9713967,92.558918,1
3104,133000030433,126,46,1.74,24.9707538,92.5601957,1
3105,133000035833,126,46,0.96,24.9711985,92.5558596,1
3106,133000035834,126,46,0.46,24.9711455,92.5589568,1
3107,133000035835,126,46,0.89,24.9716083,92.5537194,1
3108,133000037992,126,43,0.49,24.9741407,92.5558477,1
3109,133000037988,126,46,0.49,24.9735009,92.5512143,1
3110,133000040765,126,43,0.06,24.9739031,92.5493563,1
3111,133000037019,126,46,1.0,24.9671809,92.552453,1
3112,133000026179,126,46,0.57,24.9711455,92.5589568,1
3113,133000037930,126,46,1.0,24.9730934,92.553382,1
3114,133000040764,126,46,0.06,24.9730934,92.553382,1
3115,133000017877,126,46,1.0,24.9730934,92.553382,1
3116,133000020389,126,46,1.63,24.9707538,92.5601957,1
3117,133000020400,126,46,1.53,24.9735009,92.5512143,1
3118,133000051196,126,46,1.0,24.9731356,92.5509046,1
3119,133000020401,126,46,0.83,24.9735009,92.5512143,1
3120,133000017879,126,46,1.0,24.9709576,92.5529217,1
3121,133000020403,126,46,0.94,24.9749398,92.5534901,1
3122,133000025205,126,46,0.47,24.9707538,92.5601957,1
3123,133000017875,126,46,1.0,24.9719221,92.5538539,1
3124,133000044759,126,46,0.49,24.9735009,92.5512143,1
3125,133000011788,126,46,1.0,24.9731356,92.5509046,1
3126,133000011787,126,46,0.06,24.9731356,92.5509046,1
3127,133000011786,126,46,0.06,24.9761217,92.552786,1
3128,133000011783,126,46,0.06,24.9735009,92.5512143,1
3129,133000011782,126,46,1.0,24.9735009,92.5512143,1
3130,133000011781,126,46,1.0,24.9731356,92.5509046,1
3131,133000011766,126,46,0.06,24.9711932,92.5561693,1
3132,133000017878,126,46,1.0,24.9735009,92.5512143,1
3133,133000025206,126,46,0.98,24.971255,92.5614633,1
3134,133000011767,126,46,1.0,24.9792279,92.5629833,1
3135,133000018168,126,46,1.0,24.9739927,92.5440923,1
3136,133000039305,126,46,1.0,24.9716921,92.5533746,1
3137,133000020399,126,46,0.52,24.9719236,92.5567887,1
3138,133010071118,126,46,1.0,24.9723482,92.5539375,1
3139,133000049232,126,75,1.0,24.9730221,92.5537401,1
3140,133000035164,126,48,0.62,24.9720497,92.5571293,1
3141,133000020390,126,46,0.42,24.9739937,92.5542855,1
3142,133000011768,126,46,0.7,24.9730934,92.553382,1
3143,133000020392,126,46,0.36,24.9742219,92.556476,1
3144,133000038654,126,46,1.0,24.9719236,92.5567887,1
3145,133000051197,126,46,1.0,24.9719236,92.5567887,1
3146,133000020405,126,46,0.41,24.9731356,92.5509046,1
3147,133000040986,126,43,0.49,24.9707538,92.5601957,1
3148,133000020388,126,46,0.52,24.972915,92.5556507,1
3149,133000020393,126,46,0.5,24.9674403,92.5589568,1
3150,133000036986,126,46,1.0,24.9735009,92.5512143,1
3151,133000020395,126,46,0.72,24.976061,92.5531813,1
3152,133000049259,126,46,1.0,24.9731356,92.5509046,1
3153,133000020396,126,46,0.47,24.9711402,92.5592665,1
3154,133000020397,126,46,0.5,24.9735326,92.5493563,1
3155,133000020404,126,46,0.42,24.9707538,92.5601957,1
3156,133000026353,126,48,0.93,24.9707538,92.5601957,1
3157,133000020398,126,46,0.88,24.973439,92.55534,1
3158,133000018169,126,46,1.0,24.9739927,92.5440923,1
3159,133000020394,126,46,0.57,24.9735273,92.5496659,1
3160,133000020391,126,46,0.73,24.9719236,92.5567887,1
3161,133000020511,126,48,0.99,24.9720417,92.5584103,1
3162,133000005167,126,46,0.74,24.9737344,92.5586901,1
3163,133000005255,126,48,1.3,24.9731872,92.5547889,1
3164,133000005253,126,48,1.0,24.9715372,92.5577179,1
3165,133000005252,126,48,2.0,24.9717238,92.5588963,1
3166,133000020513,126,48,0.41,24.9730881,92.5536917,1
3167,133000005247,126,48,0.82,24.9732232,92.5541528,1
3168,133000005246,126,46,0.46,24.973522,92.5499756,1
3169,133000005245,126,46,0.47,24.9735009,92.5512143,1
3170,133000005244,126,48,0.96,24.9707538,92.5601957,1
3171,133000005243,126,46,0.48,24.9732141,92.5577929,1
3172,133000005242,126,46,0.62,24.9735009,92.5512143,1
3173,133000005241,126,46,0.46,24.973522,92.5499756,1
3174,133000005240,126,46,0.32,24.9711455,92.5589568,1
3175,133000005239,126,46,3.0,24.9707538,92.5601957,1
3176,133000005237,126,46,0.4,24.9674403,92.5589568,1
3177,133000005236,126,46,1.0,24.9711455,92.5589568,1
3178,133000005235,126,46,0.42,24.9735009,92.5512143,1
3179,133000005234,126,46,0.42,24.9735009,92.5512143,1
3180,133000005233,126,46,0.32,24.9739031,92.5493563,1
3181,133000005232,126,46,0.28,24.9731092,92.552453,1
3182,133000005231,126,46,0.46,24.9735009,92.5512143,1
3183,133000005256,126,48,0.28,24.9731356,92.5509046,1
3184,133000005257,126,48,0.4,24.9717761,92.5583041,1
3185,133000005258,126,48,0.48,24.9731505,92.5544576,1
3186,133000005259,126,48,0.47,24.9721804,92.5568414,1
3187,133000051595,126,46,1.0,24.9727698,92.5578969,1
3188,133000005165,126,46,2.0,24.9711137,92.5608151,1
3189,133000005166,126,46,1.46,24.971891,92.5587689,1
3190,133000005168,126,46,0.58,24.9707538,92.5601957,1
3191,133000005169,126,46,0.86,24.9711455,92.5589568,1
3192,133000005170,126,46,1.0,24.9711932,92.5561693,1
3193,133000005171,126,46,1.0,24.9711932,92.5561693,1
3194,133000005172,126,46,0.88,24.9711455,92.5589568,1
