,Cons No,Dtr No,Category,Load,Latitude,Longitude,d
5293,133000049254,150,46,1.0,24.8742231,92.6768014,1
5294,133010070268,150,46,1.0,24.8724033,92.6749383,1
5295,133000025835,150,46,1.0,24.8601953,92.6736964,1
5296,133000025834,150,46,1.0,24.8590835,92.6736964,1
5297,133000025833,150,46,1.0,24.8779427,92.676539,1
5298,133000025832,150,46,1.0,24.8719829,92.6777329,1
5299,133000025824,150,46,1.0,24.8733254,92.6728385,1
5300,133000042643,150,49,1.0,24.8728387,92.6744382,1
5301,133000025821,150,46,1.0,24.8749978,92.6713575,1
5302,133000051930,150,46,1.0,24.8743061,92.672144,1
5303,133000025820,150,46,1.0,24.8731509,92.6748692,1
5304,133000025819,150,46,1.0,24.8590835,92.6736964,1
5305,133000042385,150,46,0.49,24.8702295,92.672144,1
5306,133000025825,150,46,1.0,24.8713744,92.6702811,1
5307,133000025818,150,46,3.0,24.8717451,92.6702811,1
5308,133000025817,150,46,1.0,24.8732261,92.6736966,1
5309,133000025816,150,46,1.0,24.8730281,92.6732019,1
5310,133000025815,150,46,1.0,24.8759751,92.6727963,1
5311,133000025814,150,46,1.0,24.8738968,92.6743174,1
5312,133000025861,150,46,1.0,24.8779844,92.6736964,1
5313,133000025813,150,46,1.0,24.8590835,92.6736964,1
5314,133000047444,150,46,0.49,24.873448,92.686646,1
5315,133000025812,150,48,1.0,24.8738233,92.6693404,1
5316,133000036757,150,46,0.57,24.9014296,92.6889128,1
5317,133000036776,150,46,0.69,24.8738912,92.6715246,1
5318,133000025811,150,48,1.0,24.8738324,92.6693688,1
5319,133000025929,150,46,1.0,24.8750196,92.6736964,1
5320,133010073598,150,46,0.49,24.8760378,92.6776231,1
5321,133000025826,150,46,1.0,24.8772598,92.6727649,1
5322,133000025827,150,46,1.0,24.8743061,92.672144,1
5323,133000025829,150,46,1.0,24.8757882,92.6784663,1
5324,133000025830,150,46,1.0,24.8739427,92.6705146,1
5325,133000025831,150,46,1.0,24.8742231,92.6768014,1
5326,133010070263,150,48,1.0,24.8713744,92.6702811,1
5327,133000039302,150,46,1.0,24.8590835,92.6736964,1
5328,133000025862,150,46,1.0,24.8742231,92.6768014,1
5329,133000025857,150,46,1.0,24.8750196,92.6736964,1
5330,133000025864,150,46,1.0,24.8742231,92.6768014,1
5331,133000025883,150,46,1.0,24.8738857,92.6749383,1
5332,133000025884,150,46,1.0,24.8742231,92.6768014,1
5333,133000025885,150,46,1.0,24.8733484,92.6718823,1
5334,133000025886,150,46,1.0,24.8772033,92.6748165,1
5335,133000025887,150,46,1.0,24.8742231,92.6768014,1
5336,133000043197,150,46,0.49,24.8738802,92.6752488,1
5337,133000043198,150,43,0.49,24.8590835,92.6736964,1
5338,133000025863,150,46,1.0,24.8738525,92.6768014,1
5339,133000025889,150,46,1.0,24.8771784,92.6747647,1
5340,133000025890,150,46,1.0,24.8744226,92.6720741,1
5341,133000025892,150,46,1.0,24.8737036,92.6739371,1
5342,133000025893,150,46,1.0,24.8708932,92.6764909,1
5343,133010072449,150,46,1.0,24.8759845,92.6777783,1
5344,133000036153,150,46,0.73,24.9014296,92.6889128,1
5345,133000036152,150,46,0.83,24.8762121,92.6781642,1
5346,133000036151,150,46,0.82,24.8763632,92.6782631,1
5347,133000036150,150,46,0.78,24.8765892,92.6783114,1
5348,133000025894,150,46,1.0,24.8694661,92.6733859,1
5349,133000036149,150,46,0.78,24.8761153,92.6782447,1
5350,133000044823,150,46,0.49,24.8713744,92.6702811,1
5351,133000038794,150,46,1.0,24.8590835,92.6736964,1
5352,133000025895,150,46,1.0,24.8590835,92.6736964,1
5353,133000025896,150,46,1.0,24.8601898,92.6740069,1
5354,133000025897,150,46,1.0,24.8590835,92.6736964,1
5355,133000025898,150,46,1.0,24.873694,92.6746188,1
5356,133000039388,150,48,4.0,24.8733437,92.6718761,1
5357,133000025882,150,46,1.0,24.8750196,92.6736964,1
5358,133000025888,150,46,1.0,24.8590835,92.6736964,1
5359,133000049972,150,48,1.0,24.8735691,92.6690453,1
5360,133000042685,150,46,1.0,24.8760485,92.6756049,1
5361,133000025865,150,46,1.0,24.8753495,92.6755146,1
5362,133000025866,150,46,1.0,24.872948,92.6748441,1
5363,133000025867,150,46,1.0,24.8743061,92.672144,1
5364,133000025868,150,46,1.0,24.8743061,92.672144,1
5365,133000025869,150,46,1.0,24.8743061,92.672144,1
5366,133000044817,150,46,0.49,24.8750371,92.6748168,1
5367,133000044818,150,46,0.49,24.872359,92.6774224,1
5368,133000044820,150,46,0.49,24.8772266,92.6746278,1
5369,133000044821,150,43,0.49,24.8780287,92.6712125,1
5370,133000025870,150,46,1.0,24.8772598,92.6727649,1
5371,133000025823,150,46,1.0,24.8741077,92.6699709,1
5372,133000025881,150,46,1.0,24.8744239,92.6720759,1
5373,133000025927,150,46,1.0,24.8713744,92.6702811,1
5374,133000025878,150,46,1.0,24.8728527,92.6722627,1
5375,133000025880,150,46,1.0,24.872614,92.6717946,1
5376,133000025875,150,46,1.0,24.8759729,92.6728146,1
5377,133000025879,150,46,1.0,24.874649,92.6736964,1
5378,133000025871,150,46,1.0,24.8780287,92.6712125,1
5379,133000025877,150,46,1.0,24.8743203,92.6719974,1
5380,133000025872,150,46,1.0,24.874649,92.6736964,1
5381,133000028540,151,46,0.62,25.021977,92.4664416,1
5382,133000035088,151,46,0.57,24.9691293,92.4806627,1
5383,133000050153,151,75,1.0,25.0140178,92.4772616,1
5384,133000030383,151,46,0.42,24.9770315,92.5177817,1
5385,133000025449,151,46,0.83,24.979417,92.4859194,1
5386,133000044825,151,46,0.49,24.9819003,92.5146873,1
5387,133000035667,151,49,0.56,24.9835536,92.5044773,1
5388,133000020238,151,46,0.06,24.9809497,92.505096,1
5389,133000020237,151,46,1.0,24.9757322,92.4846825,1
5390,133000045022,151,46,0.49,24.9687588,92.4806627,1
5391,133000031560,151,46,0.68,24.979417,92.4859194,1
5392,133000035092,151,46,0.57,24.9867988,92.4818754,1
5393,133000015303,151,46,0.46,24.97904,92.5084991,1
5394,133000015301,151,46,0.28,24.9395419,92.4995278,1
5395,133000030379,151,46,0.84,24.9842999,92.5041679,1
5396,133000025450,151,46,0.78,24.9687588,92.4806627,1
5397,133000025451,151,46,0.73,24.9813926,92.5007651,1
5398,133000025452,151,46,0.88,24.9563086,92.4716967,1
5399,133000025453,151,46,0.62,24.9795297,92.5013838,1
5400,133000025454,151,46,0.73,24.9687588,92.4806627,1
5401,133000025455,151,46,0.62,24.9548826,92.5128307,1
5402,133000015452,151,46,0.36,24.9827465,92.4862286,1
5403,133000036069,151,46,1.0,24.9964021,92.5115931,1
5404,133000025456,151,46,0.62,24.9813926,92.5007651,1
5405,133000025457,151,46,0.73,24.9691293,92.4806627,1
5406,133000025447,151,46,0.62,24.9509828,92.5023118,1
5407,133000015302,151,46,1.0,24.9813926,92.5007651,1
5408,133010072992,151,46,1.0,24.9804494,92.5128307,1
5409,133000050194,151,46,1.0,24.9762019,92.484693,1
5410,133000025448,151,46,0.52,24.9687588,92.4806627,1
5411,133010070797,151,46,0.49,24.9775584,92.5304708,1
5412,133010072939,151,46,1.0,24.9835536,92.5044773,1
5413,133000034156,151,46,0.73,24.9964021,92.5115931,1
5414,133000019014,151,46,0.52,24.9789985,92.5109743,1
5415,133000019025,151,46,0.84,24.9748604,92.5146873,1
5416,133000034153,151,46,1.0,24.9891476,92.5023118,1
5417,133000030678,151,46,0.72,24.9789985,92.5109743,1
5418,133000030677,151,46,0.42,24.9885873,92.491486,1
5419,133000030676,151,46,0.52,24.9757322,92.4846825,1
5420,133000030675,151,46,0.62,24.9790516,92.4856101,1
5421,133000019011,151,46,0.34,24.9733031,92.4970532,1
5422,133000030674,151,46,0.62,24.9809237,92.5066428,1
5423,133000010009,151,49,0.44,24.9395419,92.4995278,1
5424,133000010008,151,46,0.52,24.9862972,92.4955067,1
5425,133000018532,151,46,0.06,24.97904,92.5084991,1
5426,133000010007,151,46,0.58,24.97904,92.5084991,1
5427,133000010006,151,46,0.52,24.9844085,92.4976718,1
5428,133000010005,151,46,0.68,24.9826281,92.4933416,1
5429,133000010004,151,46,3.0,24.97904,92.5084991,1
5430,133000010002,151,46,0.66,24.9733031,92.4970532,1
5431,133000043199,151,46,0.49,24.983919,92.5047866,1
5432,133000019010,151,46,0.31,24.9998145,92.5069522,1
5433,133000019008,151,46,0.37,24.9395626,92.4982905,1
5434,133000030743,151,46,1.0,24.9830811,92.4883933,1
5435,133000014024,151,46,0.06,24.9753307,92.4978144,1
5436,133000019282,151,46,0.67,24.9809497,92.505096,1
5437,133010070024,151,46,1.0,24.962825,92.4809719,1
5438,133000038917,151,46,1.0,24.9846652,92.5044773,1
5439,133000018854,151,46,0.62,24.9819003,92.5146873,1
5440,133000018853,151,46,0.62,24.9842999,92.5041679,1
5441,133000016280,151,46,0.26,24.9621612,92.4985998,1
5442,133010071962,151,46,0.49,24.9813926,92.5007651,1
5443,133000029429,151,46,0.78,24.9813098,92.5057147,1
5444,133000029477,151,46,0.62,24.9762019,92.484693,1
5445,133000029482,151,46,0.57,24.9782226,92.5204292,1
5446,133000018968,151,46,0.88,24.9813098,92.5057147,1
5447,133000010001,151,46,0.62,24.9641583,92.4899396,1
5448,133000010000,151,46,0.46,24.9789985,92.5109743,1
5449,133000030679,151,46,2.0,24.9762312,92.4992184,1
5450,133000018443,151,46,0.06,24.9990216,92.5100461,1
5451,133000018446,151,46,0.06,24.885306,92.5512143,1
5452,133000048063,151,43,0.49,24.947854,92.4899396,1
5453,133000009990,151,46,0.48,24.9826281,92.4933416,1
5454,133000009991,151,46,2.0,24.9641583,92.4899396,1
5455,133000018442,151,46,0.06,24.9813926,92.5007651,1
5456,133000018449,151,46,1.0,24.9794417,92.5066428,1
5457,133000009992,151,46,1.0,24.9813926,92.5007651,1
5458,133000009999,151,46,0.62,24.9805645,92.4837548,1
5459,133000009994,151,46,0.72,24.9958012,92.5032398,1
5460,133000018447,151,46,0.06,24.9741089,92.5153061,1
5461,133000009996,151,46,0.52,24.983919,92.5047866,1
5462,133000009997,151,46,0.5,24.9862972,92.4955067,1
5463,133000009998,151,46,0.36,24.9395368,92.4998371,1
5464,133000022443,153,46,0.47,24.9739927,92.5440923,1
5465,133000043225,153,46,0.49,24.9783047,92.5301613,1
5466,133000041246,153,43,0.49,24.9755274,92.5409962,1
5467,133010070468,153,43,0.49,24.9756324,92.5348045,1
5468,133000041247,153,43,0.49,24.9755274,92.5409962,1
5469,133000041248,153,46,0.49,24.9799331,92.5214952,1
5470,133000043226,153,46,0.49,24.9810863,92.5190195,1
5471,133000027459,153,46,0.48,24.979192,92.5214952,1
5472,133000043227,153,43,0.49,24.9764307,92.537403,1
5473,133010070466,153,43,0.49,24.9738584,92.5301613,1
5474,133000020241,153,46,1.0,24.9764313,92.53741,1
5475,133000047770,153,43,0.49,24.9892167,92.5202573,1
5476,133000043223,153,46,0.49,24.9803036,92.5214952,1
5477,133000020240,153,46,0.06,24.9803036,92.5214952,1
5478,133000002547,153,46,0.42,24.985694,92.5313994,1
5479,133000025637,153,46,0.52,24.9751516,92.5413058,1
5480,133000022434,153,46,0.57,24.9805121,92.5310899,1
5481,133000022435,153,46,0.7,24.9801468,92.5307804,1
5482,133000022436,153,46,0.72,24.9764307,92.537403,1
5483,133000043233,153,43,0.49,24.9818907,92.5276465,1
5484,133000031823,153,46,0.68,24.9864612,92.5298518,1
5485,133000043232,153,43,0.49,24.9801468,92.5307804,1
5486,133000043231,153,46,0.49,24.9827292,92.5283138,1
5487,133000002542,153,46,0.58,24.9896029,92.5193289,1
5488,133000002543,153,46,0.48,24.9850403,92.528218,1
5489,133000043230,153,46,0.49,24.9764307,92.537403,1
5490,133000022438,153,46,0.73,24.9803036,92.5214952,1
5491,133000043229,153,46,0.49,24.976321,92.5379003,1
5492,133000002546,153,46,0.5,24.985694,92.5313994,1
5493,133000002550,153,46,0.48,24.9824231,92.527953,1
5494,133000022447,153,46,0.47,24.9790666,92.5289232,1
5495,133000027458,153,46,0.62,24.9758546,92.5356966,1
5496,133010072703,153,43,0.49,24.9790666,92.5289232,1
5497,133000047528,153,43,0.49,24.9810863,92.5190195,1
5498,133000047529,153,43,0.49,24.9763682,92.5351141,1
5499,133000047530,153,43,0.49,24.9755274,92.5409962,1
5500,133000047531,153,46,0.49,24.981436,92.5202573,1
5501,133000002158,153,46,0.5,24.9892115,92.5205668,1
5502,133010072679,153,43,0.49,24.9790666,92.5289232,1
5503,133000002157,153,46,0.38,24.9864668,92.5292465,1
5504,133000002156,153,46,0.36,24.9859872,92.5301855,1
5505,133000002155,153,46,0.88,24.9751516,92.5413058,1
5506,133000031531,153,46,0.62,24.9868945,92.5261376,1
5507,133000002154,153,46,0.66,24.9764313,92.53741,1
5508,133010072600,153,43,0.49,24.9756324,92.5348045,1
5509,133000002153,153,46,0.84,24.9764313,92.53741,1
5510,133000002152,153,46,1.0,24.9788521,92.5632931,1
5511,133000002109,153,46,1.0,24.9872754,92.5255186,1
5512,133000020243,153,46,1.0,24.9790666,92.5289232,1
5513,133010072682,153,46,0.49,24.9831605,92.525465,1
5514,133010070224,153,43,0.49,24.985694,92.5313994,1
5515,133010072678,153,43,0.49,24.9806897,92.5205668,1
5516,133000041245,153,46,0.49,24.9812688,92.5301613,1
5517,133010072700,153,46,0.49,24.985,92.5283117,1
5518,133000044829,153,43,0.49,24.9748442,92.5375907,1
5519,133000026916,153,46,0.67,24.9831667,92.5253467,1
5520,133000037056,153,46,1.0,24.9763682,92.5351141,1
5521,133010070952,153,43,0.49,24.9864717,92.5292327,1
5522,133010072681,153,46,0.49,24.9763682,92.5351141,1
5523,133000002183,153,46,0.48,24.9803036,92.5214952,1
5524,133000041021,153,46,0.49,24.9763315,92.5372811,1
5525,133000020242,153,46,1.0,24.9810707,92.5199479,1
5526,133000041244,153,43,0.49,24.9801468,92.5307804,1
5527,133000044828,153,43,0.49,24.9790666,92.5289232,1
5528,133010072601,153,46,0.49,24.9779132,92.5313994,1
5529,133000007306,153,46,0.48,24.9739558,92.5462598,1
5530,133000019638,153,46,0.52,24.985694,92.5313994,1
5531,133000021008,153,46,0.52,24.9862382,92.5298833,1
5532,133000021010,153,46,0.72,24.9825949,92.5263461,1
5533,133000021011,153,46,0.62,24.9803036,92.5214952,1
5534,133000018042,153,46,0.2,24.9790666,92.5289232,1
5535,133000026351,153,46,0.68,24.9751516,92.5413058,1
5536,133000040073,153,43,0.49,24.988006,92.5261376,1
5537,133000034148,153,46,0.47,24.9818018,92.527003,1
5538,133000035989,153,46,0.63,24.9786595,92.5310899,1
5539,133000040063,153,43,0.49,24.9880201,92.5273977,1
5540,133000021007,153,46,0.72,24.978357,92.5270661,1
5541,133000028876,153,46,1.0,24.985694,92.5313994,1
5542,133000040064,153,43,0.49,24.9864717,92.5292327,1
5543,133010073467,153,43,0.49,24.9859949,92.5282701,1
5544,133000040071,153,43,0.49,24.9880321,92.5245901,1
5545,133000034164,153,46,0.63,24.9803036,92.5214952,1
5546,133010073454,153,46,0.49,24.9851431,92.5281602,1
5547,133000035109,153,46,0.31,24.985694,92.5313994,1
5548,133000051620,153,43,0.49,24.9876616,92.5245901,1
5549,133000018045,153,46,0.2,24.979192,92.5214952,1
5550,133000051598,153,46,0.49,24.9786595,92.5310899,1
5551,133000040072,153,46,0.49,24.9869102,92.5252091,1
5552,133000021006,153,46,0.46,24.9791242,92.5255186,1
5553,133000021005,153,46,0.52,24.9806897,92.5205668,1
5554,133000018041,153,46,0.2,24.9810863,92.5190195,1
5555,133000019231,153,46,0.52,24.9856887,92.531709,1
5556,133000036433,153,46,1.0,24.9892115,92.5205668,1
5557,133000036434,153,46,1.0,24.9831575,92.5293554,1
5558,133000036436,153,46,1.0,24.9764313,92.53741,1
5559,133000030575,153,46,0.47,24.9794424,92.5286137,1
5560,133000019214,153,46,0.41,24.987507,92.5284383,1
5561,133000019208,153,46,0.57,24.9864717,92.5292327,1
5562,133000019207,153,46,0.52,24.9872754,92.5255186,1
5563,133000017678,153,46,1.0,24.9791242,92.5255186,1
5564,133000020768,153,46,0.72,24.9806897,92.5205668,1
5565,133000035143,153,46,0.92,24.9751516,92.5413058,1
5566,133000028525,153,46,0.52,24.9808789,92.5271135,1
5567,133000017123,153,46,1.0,24.9764313,92.53741,1
5568,133010073379,153,46,0.49,24.9845554,92.5283352,1
5569,133010070915,153,43,0.49,24.9751516,92.5413058,1
5570,133000023517,153,46,1.0,24.9764313,92.53741,1
5571,133000021000,153,46,0.47,24.9756219,92.5354236,1
5572,133000021001,153,46,0.57,24.9803036,92.5214952,1
5573,133000019162,153,46,0.57,24.9849425,92.5320185,1
5574,133000019161,153,46,0.68,24.9878008,92.5296218,1
5575,133000017731,153,46,0.06,24.985694,92.5313994,1
5576,133000031541,153,46,0.52,24.9892115,92.5205668,1
5577,133000040065,153,46,0.49,24.9892115,92.5205668,1
5578,133000026429,153,46,0.62,24.9827698,92.5260525,1
5579,133000040070,153,46,0.49,24.9892115,92.5205668,1
5580,133000015469,153,46,0.36,24.9874378,92.528891,1
5581,133000027832,153,46,0.72,24.9755274,92.5409962,1
5582,133000031573,153,46,0.57,24.9868945,92.5261376,1
5583,133000035668,153,46,0.78,24.9864612,92.5298518,1
5584,133010072735,153,43,0.49,24.9763682,92.5351141,1
5585,133010072736,153,43,0.49,24.9801468,92.5307804,1
5586,133010072740,153,43,0.49,24.9791816,92.5221142,1
5587,133010072741,153,43,0.49,24.9820428,92.5272335,1
5588,133010072742,153,43,0.49,24.9771826,92.5307804,1
5589,133010072744,153,43,0.49,24.9779132,92.5313994,1
5590,133000040069,153,43,0.49,24.9864717,92.5292327,1
5591,133000040062,153,43,0.49,24.981436,92.5202573,1
5592,133000040068,153,43,0.49,24.9801468,92.5307804,1
5593,133000040067,153,43,0.49,24.9868945,92.5261376,1
5594,133000034247,153,46,0.62,24.9873068,92.5236616,1
5595,133000038915,153,46,1.0,24.9782994,92.5304708,1
5596,133000027510,153,46,0.57,24.9799331,92.5214952,1
5597,133000040066,153,46,0.49,24.9880676,92.5278263,1
5598,133000007411,153,46,1.0,24.9755274,92.5409962,1
5599,133000034169,153,46,0.48,24.9755274,92.5409962,1
5600,133000035808,153,46,0.52,24.9764307,92.537403,1
5601,133000021365,153,49,0.41,24.9803036,92.5214952,1
5602,133000001561,155,46,1.0,24.9889004,92.4726242,1
5603,133000045248,155,46,0.49,24.9889533,92.48984,1
5604,133000045247,155,46,0.49,24.989885,92.4892017,1
5605,133000045246,155,43,0.49,24.9841102,92.4933416,1
5606,133000021214,155,46,0.82,24.9859886,92.4917952,1
5607,133010070884,155,43,0.49,24.9907308,92.4897088,1
5608,133000021239,155,46,0.78,24.9859498,92.4910937,1
5609,133000021216,155,46,0.67,24.9859983,92.4911217,1
5610,133000047549,155,43,0.49,24.986165,92.4915622,1
5611,133000001562,155,46,1.0,24.98395,92.4934269,1
5612,133000045250,155,43,0.49,24.9848409,92.4939602,1
5613,133000021244,155,48,0.36,24.988475,92.4860817,1
5614,133010070883,155,46,0.49,24.9797088,92.4911138,1
5615,133000027537,155,46,0.52,24.9827421,92.4910977,1
5616,133000045254,155,43,0.49,24.9899042,92.5013838,1
5617,133000027664,155,46,0.67,24.9811228,92.5168533,1
5618,133000045255,155,43,0.49,24.9882317,92.4894483,1
5619,133000001563,155,46,0.88,24.9882333,92.4922017,1
5620,133010070835,155,43,0.49,24.989133,92.4902559,1
5621,133000030413,155,46,1.0,24.9859937,92.491486,1
5622,133000035798,155,46,0.68,24.9854425,92.5023118,1
5623,133000021215,155,46,0.31,24.9800709,92.4909329,1
5624,133000045253,155,43,0.49,24.9889533,92.48984,1
5625,133010070839,155,43,0.49,24.9863797,92.4905582,1
5626,133000021213,155,46,0.47,24.986615,92.4918567,1
5627,133010070818,155,43,0.49,24.986175,92.49318,1
5628,133000001550,155,46,0.62,24.9880852,92.4908032,1
5629,133010070817,155,43,0.49,24.9832183,92.491115,1
5630,133000001549,155,46,0.6,24.9859937,92.491486,1
5631,133000001548,155,46,1.0,24.988623,92.4908792,1
5632,133000021174,155,46,0.72,24.9858167,92.491035,1
5633,133000001547,155,46,1.42,24.9880188,92.4888919,1
5634,133000001546,155,46,1.0,24.9860588,92.493589,1
5635,133000001544,155,46,1.0,24.9860926,92.4940351,1
5636,133000001543,155,46,1.0,24.988611,92.4895475,1
5637,133010072303,155,75,1.0,24.9884983,92.4907333,1
5638,133010070816,155,43,0.49,24.9828549,92.4920228,1
5639,133010070815,155,43,0.49,24.9864667,92.49383,1
5640,133000001542,155,46,1.0,24.9811904,92.5128307,1
5641,133000028095,155,46,0.52,24.986165,92.4915622,1
5642,133010070813,155,43,0.49,24.9899042,92.5013838,1
5643,133000001541,155,46,1.0,24.9841102,92.4933416,1
5644,133010070809,155,43,0.49,24.9893,92.4894533,1
5645,133010070810,155,46,1.0,24.9823965,92.4917301,1
5646,133010070811,155,43,0.49,24.9828952,92.4912228,1
5647,133000001539,155,48,0.72,24.9885032,92.4919109,1
5648,133000001537,155,48,0.52,24.9854425,92.5023118,1
5649,133000001536,155,48,0.48,24.9891183,92.4902683,1
5650,133010070812,155,43,0.49,24.9859937,92.491486,1
5651,133000035129,155,46,0.68,24.9859937,92.491486,1
5652,133000041249,155,46,0.49,24.9901033,92.4901854,1
5653,133000001551,155,46,1.0,24.9811904,92.5128307,1
5654,133000001552,155,46,2.0,24.98395,92.4934269,1
5655,133000001553,155,46,0.7,24.9890071,92.4893992,1
5656,133000021212,155,46,0.63,24.9868201,92.4919767,1
5657,133000021211,155,46,0.52,24.9841102,92.4933416,1
5658,133000021210,155,46,0.36,24.9854109,92.4894153,1
5659,133000001559,155,46,1.0,24.9866508,92.4942768,1
5660,133000001558,155,46,0.5,24.9811904,92.5128307,1
5661,133000001557,155,46,0.38,24.9889629,92.4892338,1
5662,133010070808,155,43,0.49,24.9687588,92.4806627,1
5663,133000021202,155,46,0.62,24.9890307,92.4906632,1
5664,133000001556,155,46,0.32,24.9883963,92.4906775,1
5665,133000045245,155,43,0.49,24.9889584,92.4898564,1
5666,133000021197,155,46,0.52,24.9865336,92.4904604,1
5667,133000021194,155,46,1.0,24.9841102,92.4933416,1
5668,133000001560,155,46,0.76,24.9890299,92.4871563,1
5669,133010070831,155,43,0.49,24.9689491,92.4805811,1
5670,133010070830,155,43,0.49,24.9864517,92.4934333,1
5671,133000021181,155,46,0.62,24.9806475,92.4908686,1
5672,133010070827,155,43,0.49,24.989175,92.48823,1
5673,133010073688,155,48,1.0,24.9889647,92.491269,1
5674,133010070826,155,43,0.49,24.986175,92.49318,1
5675,133010070824,155,43,0.49,24.9859937,92.491486,1
5676,133000021176,155,46,0.52,24.986165,92.4915622,1
5677,133000044855,155,43,0.49,24.9865336,92.4904604,1
5678,133010070821,155,43,0.49,24.9813417,92.4916467,1
5679,133010070820,155,43,0.49,24.986695,92.49295,1
5680,133010070819,155,43,0.49,24.9882299,92.4894483,1
5681,133000001554,155,46,0.36,24.9885873,92.491486,1
5682,133000021192,155,46,2.0,24.9854425,92.5023118,1
5683,133000045243,155,46,0.49,24.9848409,92.4939602,1
5684,133010070227,155,49,1.0,24.9883814,92.4815903,1
5685,133000045232,155,43,0.49,24.986165,92.4915622,1
5686,133010070863,155,43,0.49,24.9885873,92.491486,1
5687,133010070864,155,43,0.49,24.9885873,92.491486,1
5688,133000017741,155,46,0.06,24.9903109,92.4992184,1
5689,133010070865,155,46,0.49,24.981321,92.4917913,1
5690,133010070868,155,43,0.49,24.9830656,92.4893211,1
5691,133010070871,155,43,0.49,24.9832846,92.4917709,1
5692,133000002426,155,46,0.47,24.9793326,92.5131402,1
5693,133000002425,155,46,1.0,24.9806233,92.4908917,1
5694,133000017738,155,46,1.0,24.9848409,92.4939602,1
5695,133000017737,155,46,1.0,24.9865336,92.4904604,1
5696,133000017736,155,46,0.06,24.986165,92.4915622,1
5697,133000002424,155,46,0.36,24.9766609,92.5177817,1
5698,133010070856,155,43,0.49,24.9687588,92.4806627,1
5699,133000002423,155,46,0.38,24.9826017,92.4926833,1
5700,133000039132,155,46,0.06,24.9802982,92.491404,1
5701,133000047252,155,43,0.49,24.9826017,92.4926833,1
5702,133000047255,155,46,0.49,24.9885822,92.4917952,1
5703,133000047257,155,46,0.49,24.9689491,92.4805811,1
5704,133000047262,155,46,0.49,24.9832533,92.4919833,1
5705,133000047263,155,46,0.49,24.9866439,92.4907459,1
5706,133000002420,155,46,0.36,24.9826017,92.4926833,1
5707,133000047265,155,46,0.49,24.9885873,92.491486,1
5708,133000002419,155,46,0.44,24.9826017,92.4926833,1
5709,133000002418,155,46,0.48,24.9826017,92.4926833,1
5710,133000045242,155,46,0.49,24.9882442,92.4923627,1
5711,133010070855,155,43,0.49,24.9885873,92.491486,1
5712,133010070854,155,43,0.49,24.9885873,92.491486,1
5713,133010070853,155,46,0.49,24.9882271,92.4908674,1
5714,133010070841,155,43,0.49,24.9820407,92.4909862,1
5715,133000049423,155,46,0.49,24.9809398,92.4908136,1
5716,133000017744,155,46,0.06,24.9865554,92.4946903,1
5717,133000017743,155,46,1.0,24.9858752,92.491916,1
5718,133010070842,155,43,0.49,24.9862452,92.4923822,1
5719,133010070843,155,43,0.49,24.9865933,92.49407,1
5720,133000015392,155,46,0.47,24.986165,92.4915622,1
5721,133000015394,155,46,0.42,24.98395,92.4934269,1
5722,133000015396,155,46,0.36,24.9802745,92.4915074,1
5723,133000015397,155,46,0.47,24.9819301,92.4916942,1
5724,133000015398,155,46,0.46,24.9819383,92.4916933,1
5725,133000015399,155,46,0.36,24.9802533,92.4915233,1
5726,133000047097,155,46,1.0,24.9863797,92.4905582,1
5727,133010070845,155,46,0.49,24.986632,92.4950678,1
5728,133000015401,155,46,0.31,24.9861159,92.4916839,1
5729,133000015402,155,46,0.48,24.9863797,92.4905582,1
5730,133000015404,155,46,0.31,24.9801639,92.4913079,1
5731,133000015405,155,46,0.31,24.986887,92.4920721,1
5732,133010070846,155,46,0.49,24.98076,92.4916133,1
5733,133000030681,155,46,0.62,24.9819383,92.4916933,1
5734,133000030682,155,46,0.62,24.9862039,92.4931859,1
5735,133010070847,155,43,0.49,24.9811073,92.4915548,1
5736,133010070848,155,46,0.49,24.9849475,92.5097367,1
5737,133010070849,155,43,0.49,24.9885873,92.491486,1
5738,133010070850,155,43,0.49,24.9885873,92.491486,1
5739,133000017742,155,46,0.06,24.9689491,92.4805811,1
5740,133000038658,155,46,1.0,24.986165,92.4915622,1
5741,133000006119,155,48,1.0,24.9890735,92.4912536,1
5742,133000002417,155,46,0.48,24.9826074,92.4926845,1
5743,133000016720,155,46,0.36,24.9849475,92.5097367,1
5744,133000001589,155,46,0.6,24.9863797,92.4905582,1
5745,133010070878,155,46,0.49,24.986694,92.4942507,1
5746,133010070879,155,43,0.49,24.9865223,92.4926323,1
5747,133000001575,155,49,0.28,24.9863745,92.4908674,1
5748,133000001574,155,46,0.48,24.9830696,92.4920117,1
5749,133000001573,155,46,0.52,24.9819383,92.4916933,1
5750,133000001590,155,46,0.42,24.9827214,92.4916199,1
5751,133000001571,155,46,0.42,24.98327,92.4917883,1
5752,133010070837,155,46,0.49,24.9869044,92.4946583,1
5753,133010070840,155,43,0.49,24.9854476,92.5020024,1
5754,133000001591,155,46,0.48,24.9812486,92.49172,1
5755,133000001592,155,46,0.46,24.9844366,92.5180911,1
5756,133000021781,155,46,0.41,24.9885873,92.491486,1
5757,133000030805,155,46,0.46,24.9813369,92.4916448,1
5758,133000001569,155,46,0.4,24.979739,92.4909211,1
5759,133000001570,155,46,0.62,24.9815725,92.4907258,1
5760,133010070838,155,46,0.49,24.9868135,92.4945005,1
5761,133000001564,155,46,0.46,24.9857905,92.4895232,1
