,index,Cons No,Dtr No,Category,Load,Latitude,Longitude,cumulative sum
6722,11440,133000017054,154,46,0.06,24.9799312,92.4995278,7.04
6723,11441,133000017055,154,46,1.0,24.9871017,92.4978433,8.04
6724,11442,133000017056,154,46,0.06,24.9920383,92.4575183,8.1
6725,14719,133000021179,154,46,0.67,24.9870425,92.4981585,8.77
6726,28684,133000036945,154,49,1.0,24.98768,92.4989567,9.77
6727,41779,133000051828,154,75,1.0,24.98768,92.4989567,10.77
6728,11439,133000017053,154,46,0.06,24.9432217,92.5010744,10.83
6729,11447,133000017061,154,46,0.06,24.9874947,92.496794,10.89
6730,14735,133000021198,154,46,0.36,24.98755,92.4982967,11.25
6731,18583,133000025710,154,46,1.0,24.98755,92.4982967,12.25
6732,11444,133000017058,154,46,0.06,24.992066,92.4575271,12.31
6733,11446,133000017060,154,46,0.06,24.9875194,92.4967688,12.37
6734,11449,133000017063,154,46,1.0,24.9872167,92.496955,13.370000000000001
6735,11450,133000017064,154,46,0.06,24.9878986,92.4985383,13.43
6736,35670,133000044843,154,46,0.49,25.0052334,92.4707693,13.92
6737,11445,133000017059,154,46,0.06,24.9873233,92.4968517,13.98
6738,11453,133000017068,154,46,0.06,24.9869142,92.5029305,14.040000000000001
6739,27632,133000035798,155,46,0.68,24.9854425,92.5023118,0.68
6740,38059,133000047549,155,43,0.49,24.986165,92.4915622,1.17
6741,36036,133000045246,155,43,0.49,24.9841102,92.4933416,1.6600000000000001
6742,14750,133000021214,155,46,0.82,24.9859886,92.4917952,2.48
6743,42725,133010070884,155,43,0.49,24.9907308,92.4897088,2.9699999999999998
6744,14775,133000021239,155,46,0.78,24.9859498,92.4910937,3.75
6745,14752,133000021216,155,46,0.67,24.9859983,92.4911217,4.42
6746,20737,133000028095,155,46,0.52,24.986165,92.4915622,4.94
6747,36037,133000045247,155,46,0.49,24.989885,92.4892017,5.43
6748,42724,133010070883,155,46,0.49,24.9797088,92.4911138,5.92
6749,20224,133000027537,155,46,0.52,24.9827421,92.4910977,6.44
6750,36041,133000045254,155,43,0.49,24.9899042,92.5013838,6.93
6751,20345,133000027664,155,46,0.67,24.9811228,92.5168533,7.6
6752,36042,133000045255,155,43,0.49,24.9882317,92.4894483,8.09
6753,42665,133010070811,155,43,0.49,24.9828952,92.4912228,8.58
6754,1140,133000001562,155,46,1.0,24.98395,92.4934269,9.58
6755,42663,133010070809,155,43,0.49,24.9893,92.4894533,10.07
6756,36039,133000045250,155,43,0.49,24.9848409,92.4939602,10.56
6757,14780,133000021244,155,48,0.36,24.988475,92.4860817,10.92
6758,1125,133000001546,155,46,1.0,24.9860588,92.493589,11.92
6759,42681,133010070831,155,43,0.49,24.9689491,92.4805811,12.41
6760,1128,133000001549,155,46,0.6,24.9859937,92.491486,13.01
6761,1127,133000001548,155,46,1.0,24.988623,92.4908792,14.01
6762,14714,133000021174,155,46,0.72,24.9858167,92.491035,14.73
6763,36040,133000045253,155,43,0.49,24.9889533,92.48984,15.219999999999999
6764,1126,133000001547,155,46,1.42,24.9880188,92.4888919,16.64
6765,1124,133000001544,155,46,1.0,24.9860926,92.4940351,17.64
6766,1139,133000001561,155,46,1.0,24.9889004,92.4726242,18.64
6767,1129,133000001550,155,46,0.62,24.9880852,92.4908032,19.259999999999998
6768,22870,133000030413,155,46,1.0,24.9859937,92.491486,20.259999999999998
6769,1123,133000001543,155,46,1.0,24.988611,92.4895475,21.259999999999998
6770,1122,133000001542,155,46,1.0,24.9811904,92.5128307,22.259999999999998
6771,1141,133000001563,155,46,0.88,24.9882333,92.4922017,23.14
6772,42667,133010070813,155,43,0.49,24.9899042,92.5013838,23.63
6773,42684,133010070835,155,43,0.49,24.989133,92.4902559,24.12
6774,1121,133000001541,155,46,1.0,24.9841102,92.4933416,25.12
6775,14751,133000021215,155,46,0.31,24.9800709,92.4909329,25.43
6776,43816,133010072303,155,75,1.0,24.9884983,92.4907333,26.43
6777,42670,133010070816,155,43,0.49,24.9828549,92.4920228,26.919999999999998
6778,42669,133010070815,155,43,0.49,24.9864667,92.49383,27.41
6779,36038,133000045248,155,46,0.49,24.9889533,92.48984,27.9
6780,42675,133010070821,155,43,0.49,24.9813417,92.4916467,28.39
6781,44599,133010073688,155,48,1.0,24.9889647,92.491269,29.39
6782,42666,133010070812,155,43,0.49,24.9859937,92.491486,29.88
6783,27103,133000035129,155,46,0.68,24.9859937,92.491486,30.56
6784,32473,133000041249,155,46,0.49,24.9901033,92.4901854,31.05
6785,1131,133000001552,155,46,2.0,24.98395,92.4934269,33.05
6786,1132,133000001553,155,46,0.7,24.9890071,92.4893992,33.75
6787,1130,133000001551,155,46,1.0,24.9811904,92.5128307,34.75
6788,14747,133000021211,155,46,0.52,24.9841102,92.4933416,35.27
6789,14746,133000021210,155,46,0.36,24.9854109,92.4894153,35.63
6790,14748,133000021212,155,46,0.63,24.9868201,92.4919767,36.26
6791,1137,133000001559,155,46,1.0,24.9866508,92.4942768,37.26
6792,1136,133000001558,155,46,0.5,24.9811904,92.5128307,37.76
6793,1135,133000001557,155,46,0.38,24.9889629,92.4892338,38.14
6794,42662,133010070808,155,43,0.49,24.9687588,92.4806627,38.63
6795,11969,133000017741,155,46,0.06,24.9903109,92.4992184,38.69
6796,14739,133000021202,155,46,0.62,24.9890307,92.4906632,39.31
6797,1134,133000001556,155,46,0.32,24.9883963,92.4906775,39.63
6798,1119,133000001537,155,48,0.52,24.9854425,92.5023118,40.15
6799,1120,133000001539,155,48,0.72,24.9885032,92.4919109,40.87
6800,1118,133000001536,155,48,0.48,24.9891183,92.4902683,41.35
6801,14734,133000021197,155,46,0.52,24.9865336,92.4904604,41.87
6802,42680,133010070830,155,43,0.49,24.9864517,92.4934333,42.36
6803,42678,133010070826,155,43,0.49,24.986175,92.49318,42.85
6804,42677,133010070824,155,43,0.49,24.9859937,92.491486,43.34
6805,42672,133010070818,155,43,0.49,24.986175,92.49318,43.83
6806,1138,133000001560,155,46,0.76,24.9890299,92.4871563,44.59
6807,42671,133010070817,155,43,0.49,24.9832183,92.491115,45.08
6808,42673,133010070819,155,43,0.49,24.9882299,92.4894483,45.57
6809,1133,133000001554,155,46,0.36,24.9885873,92.491486,45.93
6810,36034,133000045243,155,46,0.49,24.9848409,92.4939602,46.42
6811,14721,133000021181,155,46,0.62,24.9806475,92.4908686,47.04
6812,42285,133010070227,155,49,1.0,24.9883814,92.4815903,48.04
6813,42707,133010070863,155,43,0.49,24.9885873,92.491486,48.53
6814,42664,133010070810,155,46,1.0,24.9823965,92.4917301,49.53
6815,42674,133010070820,155,43,0.49,24.986695,92.49295,50.02
6816,14732,133000021194,155,46,1.0,24.9841102,92.4933416,51.02
6817,35680,133000044855,155,43,0.49,24.9865336,92.4904604,51.51
6818,14730,133000021192,155,46,2.0,24.9854425,92.5023118,53.51
6819,42679,133010070827,155,43,0.49,24.989175,92.48823,54.0
6820,36035,133000045245,155,43,0.49,24.9889584,92.4898564,54.49
6821,36032,133000045232,155,43,0.49,24.986165,92.4915622,54.98
6822,14749,133000021213,155,46,0.47,24.986615,92.4918567,55.45
6823,14716,133000021176,155,46,0.52,24.986165,92.4915622,55.97
6824,42708,133010070864,155,43,0.49,24.9885873,92.491486,56.46
6825,11964,133000017736,155,46,0.06,24.986165,92.4915622,56.52
6826,1704,133000002424,155,46,0.36,24.9766609,92.5177817,56.88
6827,42703,133010070856,155,43,0.49,24.9687588,92.4806627,57.37
6828,1703,133000002423,155,46,0.38,24.9826017,92.4926833,57.75
6829,30620,133000039132,155,46,0.06,24.9802982,92.491404,57.81
6830,37819,133000047252,155,43,0.49,24.9826017,92.4926833,58.3
6831,1705,133000002425,155,46,1.0,24.9806233,92.4908917,59.3
6832,1706,133000002426,155,46,0.47,24.9793326,92.5131402,59.77
6833,11965,133000017737,155,46,1.0,24.9865336,92.4904604,60.77
6834,37822,133000047255,155,46,0.49,24.9885822,92.4917952,61.26
6835,1701,133000002420,155,46,0.36,24.9826017,92.4926833,61.62
6836,37828,133000047265,155,46,0.49,24.9885873,92.491486,62.11
6837,37687,133000047097,155,46,1.0,24.9863797,92.4905582,63.11
6838,36033,133000045242,155,46,0.49,24.9882442,92.4923627,63.6
6839,10137,133000015404,155,46,0.31,24.9801639,92.4913079,63.91
6840,42698,133010070849,155,43,0.49,24.9885873,92.491486,64.4
6841,37824,133000047257,155,46,0.49,24.9689491,92.4805811,64.89
6842,37825,133000047262,155,46,0.49,24.9832533,92.4919833,65.38
6843,10135,133000015402,155,46,0.48,24.9863797,92.4905582,65.86
6844,1699,133000002418,155,46,0.48,24.9826017,92.4926833,66.34
6845,42695,133010070846,155,46,0.49,24.98076,92.4916133,66.83
6846,10125,133000015392,155,46,0.47,24.986165,92.4915622,67.3
6847,15252,133000021781,155,46,0.41,24.9885873,92.491486,67.71
6848,42691,133010070842,155,43,0.49,24.9862452,92.4923822,68.2
6849,42692,133010070843,155,43,0.49,24.9865933,92.49407,68.69
6850,42700,133010070853,155,46,0.49,24.9882271,92.4908674,69.18
6851,42690,133010070841,155,43,0.49,24.9820407,92.4909862,69.67
6852,39650,133000049423,155,46,0.49,24.9809398,92.4908136,70.16
6853,11972,133000017744,155,46,0.06,24.9865554,92.4946903,70.22
6854,11971,133000017743,155,46,1.0,24.9858752,92.491916,71.22
6855,1700,133000002419,155,46,0.44,24.9826017,92.4926833,71.66
6856,42713,133010070871,155,43,0.49,24.9832846,92.4917709,72.15
6857,10129,133000015396,155,46,0.36,24.9802745,92.4915074,72.51
6858,10130,133000015397,155,46,0.47,24.9819301,92.4916942,72.98
6859,10131,133000015398,155,46,0.46,24.9819383,92.4916933,73.44
6860,10132,133000015399,155,46,0.36,24.9802533,92.4915233,73.8
6861,42702,133010070855,155,43,0.49,24.9885873,92.491486,74.29
6862,42688,133010070839,155,43,0.49,24.9863797,92.4905582,74.78
6863,10134,133000015401,155,46,0.31,24.9861159,92.4916839,75.09
6864,10127,133000015394,155,46,0.42,24.98395,92.4934269,75.51
6865,42694,133010070845,155,46,0.49,24.986632,92.4950678,76.0
6866,42689,133010070840,155,43,0.49,24.9854476,92.5020024,76.49
6867,37826,133000047263,155,46,0.49,24.9866439,92.4907459,76.98
6868,42697,133010070848,155,46,0.49,24.9849475,92.5097367,77.47
6869,11970,133000017742,155,46,0.06,24.9689491,92.4805811,77.53
6870,30173,133000038658,155,46,1.0,24.986165,92.4915622,78.53
6871,4319,133000006119,155,48,1.0,24.9890735,92.4912536,79.53
6872,11966,133000017738,155,46,1.0,24.9848409,92.4939602,80.53
6873,1698,133000002417,155,46,0.48,24.9826074,92.4926845,81.01
6874,42720,133010070878,155,46,0.49,24.986694,92.4942507,81.5
6875,42721,133010070879,155,43,0.49,24.9865223,92.4926323,81.99
6876,1152,133000001575,155,49,0.28,24.9863745,92.4908674,82.27
6877,1150,133000001573,155,46,0.52,24.9819383,92.4916933,82.79
6878,1166,133000001590,155,46,0.42,24.9827214,92.4916199,83.21
6879,1149,133000001571,155,46,0.42,24.98327,92.4917883,83.63
6880,11167,133000016720,155,46,0.36,24.9849475,92.5097367,83.99
6881,42709,133010070865,155,46,0.49,24.981321,92.4917913,84.48
6882,42701,133010070854,155,43,0.49,24.9885873,92.491486,84.97
6883,42696,133010070847,155,43,0.49,24.9811073,92.4915548,85.46
6884,23111,133000030682,155,46,0.62,24.9862039,92.4931859,86.08
6885,1151,133000001574,155,46,0.48,24.9830696,92.4920117,86.56
6886,42699,133010070850,155,43,0.49,24.9885873,92.491486,87.05
6887,1165,133000001589,155,46,0.6,24.9863797,92.4905582,87.65
6888,23219,133000030805,155,46,0.46,24.9813369,92.4916448,88.11
6889,1147,133000001569,155,46,0.4,24.979739,92.4909211,88.51
6890,1148,133000001570,155,46,0.62,24.9815725,92.4907258,89.13
6891,42686,133010070837,155,46,0.49,24.9869044,92.4946583,89.62
6892,42687,133010070838,155,46,0.49,24.9868135,92.4945005,90.11
6893,1142,133000001564,155,46,0.46,24.9857905,92.4895232,90.57
6894,1144,133000001566,155,46,0.8,24.9848409,92.4939602,91.37
6895,1168,133000001592,155,46,0.46,24.9844366,92.5180911,91.83
6896,33765,133000042652,155,46,1.0,24.9865336,92.4904604,92.83
6897,1171,133000001595,155,46,0.46,24.9811083,92.4915567,93.29
6898,1169,133000001593,155,46,0.46,24.9863797,92.4905582,93.75
6899,1173,133000001597,155,46,0.46,24.9841102,92.4933416,94.21
6900,42723,133010070881,155,46,0.49,24.9866057,92.4940836,94.7
6901,1172,133000001596,155,46,0.42,24.9807637,92.4916127,95.12
6902,1146,133000001568,155,46,0.48,24.9885644,92.4876421,95.6
6903,1170,133000001594,155,46,1.0,24.9798466,92.4910619,96.6
6904,42711,133010070868,155,43,0.49,24.9830656,92.4893211,97.09
6905,1145,133000001567,155,46,0.96,24.9870322,92.4921614,98.05
6906,10138,133000015405,155,46,0.31,24.986887,92.4920721,98.36
6907,1167,133000001591,155,46,0.48,24.9812486,92.49172,98.84
6908,23110,133000030681,155,46,0.62,24.9819383,92.4916933,99.46
6909,44185,133010072812,156,46,1.0,24.9909298,92.4692133,1.0
6910,29894,133000038306,156,46,0.49,24.9787245,92.460569,1.49
6911,35728,133000044907,156,46,0.49,24.9898455,92.4788419,1.98
6912,35729,133000044908,156,46,0.49,24.989985,92.4659033,2.4699999999999998
6913,35694,133000044869,156,46,0.49,24.9885857,92.4733155,2.96
6914,42722,133010070880,156,46,0.49,24.9885862,92.4790572,3.45
6915,29891,133000038302,156,46,0.49,24.9899433,92.4743333,3.94
6916,7368,133000011669,156,46,0.31,24.9431476,92.4909111,4.25
6917,44275,133010072915,156,46,1.0,24.98907,92.47145,5.25
6918,35722,133000044901,156,46,0.49,24.9909213,92.4624235,5.74
6919,7361,133000011660,156,46,0.36,24.9897467,92.4683183,6.1
6920,39431,133000049175,156,75,1.0,24.9886812,92.4744061,7.1
6921,35719,133000044897,156,46,0.49,24.9786867,92.4636406,7.59
6922,7360,133000011659,156,46,0.41,24.98987,92.4684133,8.0
6923,7359,133000011658,156,46,1.0,24.9886437,92.4807753,9.0
6924,35702,133000044879,156,46,0.49,24.9889116,92.4776972,9.49
6925,35698,133000044875,156,46,0.49,24.9893886,92.4686785,9.98
6926,35697,133000044874,156,46,0.49,24.9891941,92.4798446,10.47
6927,7756,133000012127,156,46,1.0,24.98901,92.4830963,11.47
6928,23268,133000030861,156,48,0.36,24.9768312,92.4630416,11.83
6929,7362,133000011661,156,46,0.94,24.9898835,92.4684116,12.77
6930,35696,133000044872,156,43,0.49,24.988603,92.4809401,13.26
6931,35699,133000044876,156,46,0.49,24.9886767,92.4727317,13.75
6932,35723,133000044902,156,46,0.49,24.9894044,92.472547,14.24
6933,7364,133000011663,156,46,0.41,24.9898083,92.4689829,14.65
6934,35844,133000045029,156,46,0.49,24.9564128,92.4877748,15.14
6935,7363,133000011662,156,46,0.42,24.9898331,92.4689852,15.56
6936,42676,133010070823,156,46,0.49,24.9878801,92.4847189,16.05
6937,29888,133000038299,156,46,0.49,24.9769743,92.4629521,16.54
6938,3127,133000004450,156,46,0.58,24.9564128,92.4877748,17.12
6939,7365,133000011664,156,46,0.36,24.989954,92.4683385,17.48
6940,35701,133000044878,156,46,0.49,24.9807402,92.4734898,17.97
6941,7366,133000011665,156,46,0.42,24.989595,92.4690467,18.39
6942,7367,133000011667,156,46,0.36,24.9881483,92.475825,18.75
6943,42685,133010070836,156,43,0.49,24.9894654,92.4839683,19.24
6944,29886,133000038297,156,46,0.49,24.98815,92.475345,19.73
6945,35718,133000044896,156,43,0.49,24.9892415,92.4649228,20.22
6946,14551,133000020995,156,46,0.41,24.9878297,92.4701511,20.63
6947,16034,133000022689,156,46,0.57,24.9900091,92.4769991,21.2
6948,3136,133000004467,156,46,0.42,24.9865852,92.4781891,21.62
6949,10133,133000015400,156,46,0.36,24.9906609,92.4781891,21.98
6950,3135,133000004464,156,46,0.82,24.9894283,92.47018,22.8
6951,3131,133000004454,156,46,0.42,24.9874439,92.4710785,23.22
6952,3129,133000004452,156,46,0.32,24.9886688,92.4717599,23.54
6953,29890,133000038301,156,46,0.49,24.988489,92.4750974,24.03
6954,3128,133000004451,156,46,0.32,24.9431476,92.4909111,24.349999999999998
6955,35695,133000044870,156,46,0.49,24.9865852,92.4781891,24.84
6956,35724,133000044903,156,46,0.49,24.9883814,92.4815903,25.33
6957,29895,133000038307,156,46,0.49,24.9888032,92.4784983,25.82
6958,14715,133000021175,156,46,0.72,24.9881542,92.4729333,26.54
6959,3146,133000004480,156,48,0.26,24.9786737,92.4636598,26.8
6960,3123,133000004445,156,46,0.68,24.9892817,92.4710883,27.48
6961,15115,133000021617,156,46,0.52,24.9884019,92.4803535,28.0
6962,3113,133000004432,156,46,0.58,24.9823025,92.4682963,28.58
6963,3120,133000004442,156,46,1.0,24.989055,92.4716,29.58
6964,3119,133000004440,156,46,0.48,24.989088,92.4714212,30.06
6965,3118,133000004439,156,46,0.48,24.9764505,92.4636598,30.54
6966,3117,133000004438,156,46,0.7,24.9818538,92.4667293,31.24
6967,3116,133000004437,156,46,0.94,24.9764505,92.4636598,32.18
6968,3122,133000004444,156,46,0.98,24.9764505,92.4636598,33.16
6969,3121,133000004443,156,46,0.38,24.9881542,92.4729333,33.54
6970,3138,133000004469,156,46,1.0,24.9886283,92.47689,34.54
6971,3139,133000004470,156,46,0.32,24.9878297,92.4701511,34.86
6972,35716,133000044894,156,43,0.49,24.9909404,92.4631385,35.35
6973,26244,133000034135,156,46,0.47,24.9881483,92.475825,35.82
6974,37817,133000047248,156,43,0.49,24.9880633,92.4741467,36.31
6975,14729,133000021191,156,46,0.57,24.9891839,92.47788,36.88
6976,14722,133000021182,156,46,0.36,24.9887372,92.4796026,37.24
6977,14724,133000021184,156,46,0.32,24.9898326,92.4801906,37.56
6978,14720,133000021180,156,46,0.52,24.991492,92.4693324,38.08
6979,14740,133000021203,156,46,0.55,24.9891839,92.47788,38.63
6980,15475,133000022037,156,46,0.47,24.9899433,92.4743333,39.1
6981,3124,133000004446,156,46,0.82,24.9895339,92.4709545,39.92
6982,3126,133000004449,156,46,0.86,24.9895573,92.4704106,40.78
6983,14717,133000021177,156,46,0.42,24.9885043,92.4741699,41.2
6984,15476,133000022038,156,46,0.52,24.9899433,92.4743333,41.72
6985,3145,133000004479,156,46,0.36,24.9609172,92.4772759,42.08
6986,3144,133000004477,156,46,0.32,24.9896017,92.4694867,42.4
6987,3143,133000004476,156,46,0.52,24.9896519,92.469499,42.92
6988,3142,133000004475,156,46,0.72,24.9886729,92.4757819,43.64
6989,15484,133000022046,156,46,0.46,24.9769743,92.4629521,44.1
6990,3141,133000004473,156,46,0.42,24.9878297,92.4701511,44.519999999999996
6991,33954,133000042860,156,43,0.06,24.9881082,92.4757157,44.58
6992,3112,133000004431,156,46,0.92,24.9878297,92.4701511,45.5
6993,3111,133000004430,156,46,0.7,24.9882053,92.4698419,46.2
6994,3110,133000004429,156,46,0.38,24.9878297,92.4701511,46.58
6995,3140,133000004472,156,46,0.32,24.9881542,92.4729333,46.9
6996,17624,133000024512,156,46,1.0,24.9865852,92.4781891,47.9
6997,14713,133000021173,156,46,0.31,24.9892135,92.4705398,48.21
6998,10230,133000015515,156,46,0.36,24.990849,92.4824482,48.57
6999,42526,133010070610,156,46,0.49,24.9882002,92.4701511,49.06
7000,37559,133000046961,156,46,1.0,24.9883809,92.4799102,50.06
7001,15116,133000021618,156,46,0.47,24.9876762,92.4794259,50.53
7002,15117,133000021619,156,46,0.36,24.9878297,92.4701511,50.89
7003,14712,133000021172,156,46,0.42,24.9881542,92.4729333,51.31
7004,15477,133000022039,156,46,0.56,24.9911637,92.4734107,51.87
7005,14711,133000021171,156,46,0.42,24.990477,92.4775982,52.29
7006,3147,133000004481,156,46,0.42,24.9646777,92.4809719,52.71
7007,3125,133000004447,156,46,0.48,24.9689463,92.4762139,53.19
7008,29580,133000037932,156,46,1.0,24.9896927,92.4801465,54.19
7009,3137,133000004468,156,46,0.42,24.9881542,92.4729333,54.61
7010,35676,133000044850,156,46,0.49,24.9900581,92.4800697,55.1
7011,23226,133000030813,156,46,0.52,24.9883814,92.4815903,55.62
7012,40987,133000050892,156,43,0.06,24.9896217,92.4693017,55.68
7013,15119,133000021621,156,46,0.36,24.9905513,92.4815072,56.04
7014,15118,133000021620,156,46,0.25,24.9864517,92.4862286,56.29
7015,31416,133000040079,156,46,0.49,24.9886224,92.4769452,56.78
7016,22846,133000030385,156,48,1.0,24.9881542,92.4729333,57.78
7017,40859,133000050722,156,46,1.0,24.9891839,92.47788,58.78
7018,3109,133000004427,156,46,0.36,24.9881746,92.4754421,59.14
7019,3108,133000004426,156,46,0.58,24.988695,92.4752917,59.72
7020,3107,133000004425,156,46,0.52,24.9866415,92.4747882,60.24
7021,22812,133000030347,156,46,0.47,24.9874439,92.4710785,60.71
7022,3106,133000004424,156,46,0.9,24.989145,92.4770267,61.61
7023,15478,133000022040,156,46,0.47,24.991445,92.4740533,62.08
7024,3100,133000004416,156,46,0.6,24.9890005,92.4838344,62.68
7025,3097,133000004413,156,46,0.96,24.9865852,92.4781891,63.64
7026,3096,133000004412,156,46,0.94,24.9883136,92.4756465,64.58
7027,15481,133000022043,156,46,0.68,24.9800946,92.467369,65.26
7028,26916,133000034876,156,46,0.31,24.9874439,92.4710785,65.57
7029,15818,133000022417,156,46,0.88,24.990485,92.4743683,66.45
7030,23514,133000031135,156,46,0.52,24.992106,92.4693333,66.97
7031,38051,133000047538,156,46,0.49,24.9892303,92.4798316,67.46
7032,15482,133000022044,156,46,0.57,24.9910517,92.47485,68.03
7033,22770,133000030300,156,46,0.36,24.9874363,92.4715374,68.39
7034,38065,133000047555,156,43,0.49,24.9863745,92.4908674,68.88
7035,38064,133000047554,156,43,0.49,24.9939481,92.4676915,69.37
7036,30882,133000039407,156,46,1.0,24.9886537,92.4717488,70.37
7037,38066,133000047556,156,46,0.49,24.9885113,92.4747391,70.86
7038,41992,133000052080,156,46,1.0,24.9910639,92.4802363,71.86
7039,38068,133000047558,156,46,0.49,24.9890145,92.4880841,72.35
7040,44409,133010073237,156,46,1.0,24.98864,92.4723883,73.35
7041,14718,133000021178,156,46,0.42,24.990263,92.4776218,73.77
7042,16036,133000022691,156,46,0.52,24.9878297,92.4701511,74.28999999999999
7043,38053,133000047542,156,43,0.49,24.9881337,92.4798945,74.78
7044,15479,133000022041,156,46,0.47,24.9899536,92.4743237,75.25
7045,35664,133000044835,156,43,0.49,24.9859886,92.4917952,75.74
7046,3101,133000004417,156,46,0.38,24.9887662,92.4830751,76.12
7047,38052,133000047541,156,46,0.49,24.9885117,92.4765333,76.61
7048,21085,133000028487,156,46,1.0,24.9851598,92.4970532,77.61
7049,3115,133000004435,156,46,0.52,24.9888927,92.472497,78.13
7050,44408,133010073235,156,46,1.0,24.9884968,92.4720446,79.13
7051,38058,133000047548,156,46,0.49,24.988788,92.4746397,79.62
7052,38057,133000047547,156,46,0.49,24.99142,92.474435,80.11
7053,38056,133000047546,156,46,0.49,24.9897841,92.4775886,80.6
7054,38055,133000047545,156,46,0.49,24.98798,92.4834456,81.09
7055,15480,133000022042,156,46,1.0,24.9881389,92.4738608,82.09
7056,30881,133000039404,156,46,1.0,24.989243,92.4710741,83.09
7057,23606,133000031249,156,46,0.63,24.9907619,92.4776022,83.72
7058,35672,133000044846,156,43,0.49,24.9865852,92.4781891,84.21
7059,40553,133000050382,156,46,1.0,24.9878297,92.4701511,85.21
7060,3098,133000004414,156,46,0.52,24.9884233,92.4843483,85.73
7061,17771,133000024681,156,46,0.47,24.9881542,92.4729333,86.2
7062,32476,133000041252,156,46,0.49,24.9865852,92.4781891,86.69
7063,32474,133000041250,156,46,0.49,24.9881083,92.4756317,87.17999999999999
7064,35686,133000044861,156,46,0.49,24.9960799,92.4865379,87.67
7065,35684,133000044859,156,46,0.49,24.9887365,92.4825179,88.16
7066,35683,133000044858,156,43,0.49,24.9920588,92.4799226,88.65
7067,35682,133000044857,156,46,0.49,24.9885774,92.4792527,89.14
7068,17653,133000024543,156,46,0.73,24.9786867,92.4636406,89.87
7069,35681,133000044856,156,46,0.49,24.9886468,92.4789218,90.36
7070,35679,133000044853,156,43,0.49,25.0022234,92.4735516,90.85
7071,35677,133000044851,156,43,0.49,24.9914993,92.4801108,91.34
7072,35675,133000044849,156,43,0.49,24.9865852,92.4781891,91.83
7073,3099,133000004415,156,46,1.0,24.9890266,92.4842086,92.83
7074,35674,133000044848,156,43,0.49,24.9921783,92.47984,93.32
7075,23517,133000031138,156,46,0.46,24.9914587,92.4691911,93.78
7076,38050,133000047535,156,46,0.49,24.9909662,92.4777199,94.27
7077,38060,133000047550,156,43,0.49,24.9888752,92.4734765,94.76
7078,35661,133000044831,156,43,0.49,24.98915,92.479555,95.25
7079,35663,133000044834,156,43,0.49,24.9909767,92.4803661,95.74
7080,18258,133000025213,156,75,0.56,24.9883185,92.4846063,96.3
7081,15831,133000022430,156,46,0.67,24.988144,92.4735516,96.97
7082,15829,133000022428,156,46,0.58,24.988915,92.4699539,97.55
7083,21088,133000028490,156,46,1.0,24.9769743,92.4629521,98.55
7084,23515,133000031136,156,46,0.41,24.9219749,92.5084991,98.96
7085,32480,133000041257,156,46,0.49,24.9889399,92.4753916,99.45
7086,15826,133000022425,156,46,0.52,24.988144,92.4735516,99.97
7087,15830,133000022429,156,46,0.62,24.988144,92.4735516,100.59
7088,15820,133000022419,156,46,0.47,25.0367913,92.4441915,101.06
7089,15821,133000022420,156,46,0.57,24.9769743,92.4629521,101.63
7090,23516,133000031137,156,46,0.52,24.9907498,92.4691766,102.14999999999999
7091,15823,133000022422,156,46,0.47,24.991557,92.4749145,102.62
7092,15824,133000022423,156,46,0.52,24.988144,92.4735516,103.14
7093,15827,133000022426,156,46,0.47,24.9938363,92.4877748,103.61
7094,35665,133000044836,156,43,0.49,25.0022234,92.4735516,104.1
7095,35667,133000044839,156,43,0.49,24.988348,92.481179,104.59
7096,35666,133000044838,156,46,0.49,24.9891757,92.4794546,105.08
7097,15822,133000022421,156,46,0.53,24.9914203,92.474436,105.61
7098,32481,133000041258,156,46,0.49,24.988295,92.47889,106.1
7099,15819,133000022418,156,46,0.47,24.9904685,92.4743617,106.57
7100,23220,133000030806,156,46,0.68,24.988453,92.4795009,107.25
7101,14726,133000021188,156,46,0.62,24.9914929,92.4798324,107.87
7102,15832,133000022431,156,46,0.52,24.9891993,92.4769524,108.39
7103,15840,133000022439,156,46,0.52,24.9896727,92.4777446,108.91
7104,35671,133000044844,156,46,0.49,24.9896617,92.4804959,109.39999999999999
7105,20809,133000028176,156,46,0.4,24.9894529,92.4685281,109.8
7106,35669,133000044841,156,46,0.49,24.9816903,92.4661799,110.28999999999999
7107,35668,133000044840,156,46,0.49,24.9884024,92.4811112,110.78
7108,15828,133000022427,156,46,0.62,24.9715724,92.467369,111.39999999999999
7109,35673,133000044847,156,46,0.49,24.9865852,92.4781891,111.89
7110,7858,133000012303,157,46,0.06,24.9920657,92.4569477,0.06
7111,7871,133000012317,157,46,0.06,24.9779071,92.4652052,0.12
7112,44223,133010072854,157,46,0.49,24.9779071,92.4652052,0.61
7113,44519,133010073481,157,46,0.49,24.9898676,92.457852,1.1
7114,7815,133000012250,157,46,1.0,24.9735083,92.4661817,2.1
7115,29868,133000038273,157,46,0.49,24.9779071,92.4652052,2.59
7116,7872,133000012318,157,46,0.06,24.9779071,92.4652052,2.65
7117,29867,133000038272,157,46,0.49,24.9716437,92.4630416,3.14
7118,29873,133000038278,157,46,0.49,24.9687588,92.4806627,3.63
7119,7869,133000012315,157,46,0.06,24.9770374,92.514347,3.69
7120,41793,133000051842,157,75,1.0,24.9728571,92.4648941,4.6899999999999995
