,index,Cons No,Dtr No,Category,Load,Latitude,Longitude,cumulative sum
0,42908,133010071108,18,46,1.0,24.9822656,92.5149967,1.0
1,12108,133000017918,18,46,1.0,24.9839075,92.5169297,2.0
2,2649,133000003859,18,48,0.68,24.9802931,92.5221142,2.68
3,2648,133000003858,18,48,0.66,24.9802931,92.5221142,3.34
4,2627,133000003826,18,48,0.48,24.9833331,92.5192449,3.8200000000000003
5,13667,133000019968,18,46,0.42,24.9759767,92.5363524,4.24
6,28758,133000037023,18,46,1.0,24.9818843,92.5237227,5.24
7,2656,133000003867,18,48,3.0,24.983882,92.5189849,8.24
8,22500,133000030014,18,49,0.7,24.981843,92.5180911,8.94
9,12109,133000017919,18,46,1.0,24.9756324,92.5348045,9.94
10,28249,133000036496,18,46,1.0,24.9824071,92.5234827,10.94
11,28243,133000036490,18,46,1.0,24.9763315,92.5372811,11.94
12,10173,133000015448,18,46,1.0,24.9826309,92.5153061,12.94
13,10150,133000015419,18,46,0.42,24.9822204,92.5221928,13.36
14,27255,133000035300,18,46,0.52,24.9775532,92.5307804,13.88
15,2650,133000003860,18,48,0.4,24.9752409,92.5360428,14.28
16,274,133000000410,18,46,0.7,24.9863542,92.5182578,14.98
17,44428,133010073297,18,46,1.0,24.9840751,92.5135377,15.98
18,2651,133000003861,18,48,0.32,24.9828501,92.5195822,16.3
19,34226,133000043238,18,46,0.49,24.9799331,92.5214952,16.79
20,18307,133000025268,18,48,0.62,24.9811176,92.5171628,17.41
21,12756,133000018811,18,48,0.62,24.9830814,92.5193797,18.03
22,30824,133000039343,18,46,1.0,24.981866,92.521434,19.03
23,5331,133000007800,18,46,2.0,24.9840505,92.5190195,21.03
24,5342,133000007812,18,46,2.0,24.9806741,92.5214952,23.03
25,34017,133000042936,18,43,0.49,24.9840095,92.5181129,23.52
26,34223,133000043235,18,46,0.49,24.981315,92.5229405,24.01
27,44429,133010073298,18,46,1.0,24.9811228,92.5168533,25.01
28,34224,133000043236,18,46,0.49,24.9812516,92.5230087,25.5
29,34225,133000043237,18,46,0.49,24.9806897,92.5205668,25.990000000000002
30,5326,133000007794,18,46,0.48,24.9830838,92.5190489,26.47
31,5325,133000007793,18,46,2.0,24.9823549,92.518584,28.47
32,13664,133000019965,18,46,0.63,24.9824126,92.5234841,29.1
33,13666,133000019967,18,46,0.44,24.9756324,92.5348045,29.54
34,17613,133000024497,18,46,1.0,24.9820629,92.5215811,30.54
35,27563,133000035719,18,48,1.0,24.9833977,92.5191705,31.54
36,17614,133000024498,18,46,1.0,24.9799331,92.5214952,32.54
37,12107,133000017917,18,46,1.0,24.9763262,92.5375907,33.54
38,29518,133000037840,18,46,1.0,24.9823557,92.5192025,34.54
39,11941,133000017705,18,46,0.06,24.9811176,92.5171628,34.6
40,32100,133000040844,18,46,0.49,24.9807619,92.5245733,35.09
41,32099,133000040843,18,46,0.49,24.9807899,92.5239359,35.58
42,32098,133000040842,18,46,0.49,24.9809561,92.523642,36.07
43,14692,133000021150,18,46,2.05,24.981843,92.5180911,38.12
44,14702,133000021160,18,46,1.0,24.9861928,92.5180905,39.12
45,33864,133000042761,18,46,1.0,24.9811734,92.5233179,40.12
46,13877,133000020224,18,46,0.06,24.9814516,92.5193289,40.18
47,23168,133000030745,18,46,0.94,24.9806532,92.5227331,41.12
48,27675,133000035844,18,46,0.94,24.982991,92.515925,42.06
49,29480,133000037797,18,46,1.0,24.9799331,92.5214952,43.06
50,37684,133000047094,18,46,1.0,24.9979272,92.5156997,44.06
51,44296,133010072945,18,48,1.0,24.9815921,92.5109743,45.06
52,5329,133000007797,18,46,0.5,24.9840348,92.5199479,45.56
53,32097,133000040841,18,46,0.49,24.9810961,92.523688,46.05
54,22104,133000029582,18,46,0.57,24.9799331,92.5214952,46.62
55,37685,133000047095,18,46,1.0,24.981843,92.5180911,47.62
56,12095,133000017903,18,46,1.0,24.985199,92.5175903,48.62
57,14550,133000020994,18,48,0.31,24.9834699,92.5194007,48.93
58,13876,133000020223,18,46,0.06,24.9820285,92.5241468,48.99
59,22103,133000029581,18,46,0.62,24.9818698,92.5237421,49.61
60,12106,133000017916,18,46,1.0,24.9822219,92.5221912,50.61
61,12099,133000017907,18,46,1.0,24.9839608,92.5166416,51.61
62,11052,133000016565,18,46,0.42,24.9763682,92.5351141,52.03
63,27934,133000036144,18,48,1.0,24.9823533,92.5194261,53.03
64,12545,133000018448,18,46,0.06,24.9782655,92.5020874,53.09
65,12086,133000017889,18,46,1.0,24.9833381,92.5192372,54.09
66,13851,133000020192,18,46,0.06,24.9763315,92.5372811,54.15
67,13853,133000020194,18,46,0.06,24.981436,92.5202573,54.21
68,13854,133000020196,18,46,0.06,24.9763682,92.5351141,54.27
69,13855,133000020197,18,46,0.06,24.9763682,92.5351141,54.33
70,13858,133000020200,18,46,1.0,24.981843,92.5180911,55.33
71,13847,133000020187,18,46,0.06,24.9821979,92.5190195,55.39
72,4315,133000006109,18,48,1.0,24.9837501,92.5192506,56.39
73,17530,133000024395,22,46,0.52,24.9357009,92.637073,0.52
74,17528,133000024393,22,46,0.62,24.9357009,92.637073,1.1400000000000001
75,17525,133000024390,22,46,0.4,24.941693,92.65445,1.54
76,17522,133000024387,22,46,1.0,24.9399283,92.6386528,2.54
77,17515,133000024380,22,46,0.58,24.9393559,92.6385967,3.12
78,17520,133000024385,22,46,0.86,24.9367469,92.6407961,3.98
79,17519,133000024384,22,46,0.58,24.9359307,92.6354985,4.56
80,17512,133000024377,22,46,0.52,24.9394283,92.6397017,5.08
81,17516,133000024381,22,46,0.63,24.9405725,92.6339707,5.71
82,17514,133000024379,22,46,0.63,24.9357009,92.637073,6.34
83,17511,133000024376,22,46,0.36,24.9361097,92.6349014,6.7
84,17521,133000024386,22,46,0.46,24.9367469,92.6407961,7.16
85,17517,133000024382,22,46,0.63,24.9375755,92.6358321,7.79
86,17535,133000024400,22,46,0.22,24.9460213,92.6401756,8.01
87,17524,133000024389,22,46,0.36,24.9367469,92.6407961,8.37
88,17523,133000024388,22,46,0.36,24.9460213,92.6401756,8.73
89,17534,133000024399,22,46,1.0,24.9357009,92.637073,9.73
90,17513,133000024378,22,46,0.52,24.9357009,92.637073,10.25
91,42093,133000052218,22,46,0.47,24.9361097,92.6349014,10.72
92,17526,133000024391,22,46,0.36,24.9367524,92.6404859,11.08
93,42336,133010070286,22,46,1.0,24.9249004,92.6401756,12.08
94,17537,133000024402,22,46,0.2,24.9359073,92.6463813,12.28
95,43869,133010072390,22,46,1.0,24.941693,92.65445,13.28
96,17527,133000024392,22,46,0.58,24.9268132,92.6367628,13.86
97,30301,133000038798,22,46,1.0,24.9382219,92.6387064,14.86
98,17536,133000024401,22,46,0.22,24.9408267,92.63942,15.08
99,20128,133000027421,22,46,1.0,24.9367743,92.6392448,16.08
100,17509,133000024374,22,46,0.68,24.9485008,92.6255954,16.76
101,17532,133000024397,22,46,0.3,24.941693,92.65445,17.06
102,17533,133000024398,22,46,0.28,24.9367469,92.6407961,17.34
103,17531,133000024396,22,46,1.0,24.9399602,92.6419148,18.34
104,17529,133000024394,22,46,0.52,24.9367743,92.6392448,18.86
105,20126,133000027419,22,46,0.56,24.9282079,92.6206329,19.42
106,24108,133000031807,22,46,0.9,24.941693,92.65445,20.32
107,17510,133000024375,22,46,0.63,24.9357009,92.637073,20.95
108,14387,133000020809,43,46,0.52,24.9797415,92.5546208,0.52
109,34038,133000042969,43,46,0.49,24.9759769,92.5581161,1.01
110,30993,133000039540,43,43,0.49,24.9805155,92.55816,1.5
111,30992,133000039539,43,46,0.49,24.9805717,92.5571033,1.99
112,30996,133000039543,43,46,0.49,24.9790481,92.5518336,2.48
113,30991,133000039538,43,46,0.49,24.9802883,92.558295,2.9699999999999998
114,14386,133000020808,43,46,0.62,24.9796038,92.5626736,3.59
115,14384,133000020806,43,46,0.47,24.9815467,92.559845,4.06
116,5304,133000007770,43,46,0.46,24.9834304,92.5578566,4.52
117,31000,133000039549,43,43,0.49,24.985694,92.5313994,5.01
118,5317,133000007783,43,46,0.5,24.9727176,92.5536917,5.51
119,30998,133000039545,43,43,0.49,24.9849477,92.531709,6.0
120,34040,133000042971,43,46,0.49,24.9750042,92.5583069,6.49
121,5306,133000007772,43,46,0.42,24.9772694,92.5474984,6.91
122,5308,133000007774,43,46,0.46,24.98192,92.555245,7.37
123,31001,133000039550,43,43,0.49,24.983515,92.5554662,7.86
124,5305,133000007771,43,46,0.42,24.9796038,92.5626736,8.28
125,14371,133000020792,43,46,0.42,24.9796352,92.5556116,8.7
126,31003,133000039552,43,46,0.49,24.985694,92.5313994,9.19
127,15490,133000022054,43,46,0.52,24.9772747,92.5471887,9.71
128,30994,133000039541,43,43,0.49,24.9818851,92.5592665,10.2
129,14368,133000020789,43,46,0.52,24.9838761,92.5578494,10.72
130,34042,133000042973,43,46,0.49,24.9753588,92.558372,11.21
131,5316,133000007782,43,46,0.89,24.9751586,92.5575847,12.1
132,14118,133000020503,43,46,0.5,24.976655,92.5563645,12.6
133,23136,133000030709,43,46,0.57,24.9772425,92.5707278,13.17
134,30997,133000039544,43,46,0.49,24.9833543,92.5551243,13.66
135,5320,133000007786,43,46,0.42,24.9790481,92.5518336,14.08
136,5310,133000007776,43,46,0.32,24.98192,92.555245,14.4
137,5309,133000007775,43,46,0.42,24.9797415,92.5546208,14.82
138,5307,133000007773,43,46,0.32,24.9825058,92.5574043,15.14
139,5312,133000007778,43,46,1.0,24.9779184,92.5310899,16.14
140,15238,133000021767,43,46,0.62,24.9840233,92.5642224,16.76
141,14366,133000020787,43,46,0.57,24.9738925,92.5499756,17.33
142,23135,133000030708,43,46,0.57,24.9752067,92.5582517,17.9
143,30383,133000038885,43,46,1.0,24.9796038,92.5626736,18.9
144,5314,133000007780,43,46,0.48,24.9766531,92.5834315,19.38
145,14114,133000020499,43,46,0.5,24.9727282,92.5530724,19.88
146,30294,133000038791,43,46,1.0,24.982686,92.5549734,20.88
147,28669,133000036930,43,46,1.0,24.9838646,92.557846,21.88
148,7586,133000011917,43,46,1.0,24.9755379,92.540377,22.88
149,22703,133000030226,43,46,0.52,24.9831826,92.5551793,23.4
150,14120,133000020505,43,46,0.5,24.9774306,92.5563424,23.9
151,5315,133000007781,43,46,1.0,24.9755983,92.5566833,24.9
152,14119,133000020504,43,46,0.5,24.9768734,92.5565285,25.4
153,14117,133000020502,43,46,1.0,24.976417,92.5374614,26.4
154,14116,133000020501,43,46,0.42,24.97649,92.555975,26.82
155,14115,133000020500,43,46,0.5,24.9727123,92.5540014,27.32
156,14389,133000020811,43,46,0.62,24.9785081,92.556599,27.94
157,5313,133000007779,43,46,1.0,24.9791067,92.5562181,28.94
158,28635,133000036896,43,46,1.0,24.9754038,92.5569114,29.94
159,14113,133000020497,43,46,0.52,24.9759842,92.5553963,30.46
160,6961,133000010954,43,46,0.28,24.9806254,92.5582691,30.74
161,14105,133000020489,43,46,0.42,24.976417,92.5374614,31.16
162,35399,133000044504,43,46,0.49,24.9864245,92.5320185,31.65
163,35400,133000044505,43,46,0.49,24.9827014,92.5539188,32.14
164,14024,133000020406,43,46,0.63,24.9800356,92.5688098,32.77
165,14025,133000020407,43,46,0.52,24.9762733,92.55611,33.29
166,6965,133000010958,43,46,0.4,24.9796038,92.5626736,33.69
167,14367,133000020788,43,46,0.62,24.9793181,92.5577179,34.31
168,6964,133000010957,43,46,0.28,24.980105,92.5551833,34.59
169,6963,133000010956,43,46,0.38,24.9797415,92.5546208,34.97
170,14365,133000020786,43,46,0.57,24.9783917,92.5565983,35.54
171,27089,133000035112,43,46,0.52,24.97939,92.55583,36.06
172,14091,133000020475,43,46,0.57,24.9727282,92.5530724,36.63
173,6951,133000010942,43,46,0.42,24.9856166,92.5575937,37.05
174,6950,133000010941,43,46,0.42,24.9798867,92.5558,37.47
175,30979,133000039515,43,46,0.49,24.9831387,92.5560938,37.96
176,30980,133000039517,43,43,0.49,24.9796038,92.5626736,38.45
177,37710,133000047122,43,46,0.49,24.9836273,92.5544876,38.94
178,30982,133000039519,43,43,0.49,24.9856887,92.531709,39.43
179,14353,133000020773,43,46,1.0,24.9795322,92.5549827,40.43
180,14354,133000020774,43,46,0.36,24.9773488,92.5645321,40.79
181,14363,133000020783,43,46,0.62,24.9827072,92.5558851,41.41
182,29653,133000038014,43,46,0.49,24.9831267,92.55611,41.9
183,14364,133000020785,43,46,0.47,24.9782,92.5564933,42.37
184,30977,133000039512,43,43,0.49,24.9832193,92.5561738,42.86
185,31005,133000039554,43,43,0.49,24.9835278,92.5544813,43.35
186,5311,133000007777,43,46,0.46,24.9792279,92.5557769,43.81
187,5318,133000007784,43,46,0.48,24.9788167,92.5558817,44.29
188,14103,133000020487,43,46,0.36,24.97664,92.5563883,44.65
189,30924,133000039453,43,48,1.0,24.981175,92.5570067,45.65
190,5321,133000007787,43,46,1.0,24.9829126,92.5543404,46.65
191,6957,133000010950,43,46,0.47,24.9756851,92.5583804,47.12
192,6958,133000010951,43,46,0.47,24.9707909,92.5580276,47.59
193,6959,133000010952,43,46,0.31,24.9796038,92.5626736,47.9
194,6962,133000010955,43,46,0.38,24.9723365,92.5543111,48.28
195,16439,133000023158,43,46,0.62,24.9771811,92.5562129,48.9
196,29680,133000038041,43,43,0.49,24.9772251,92.5563441,49.39
197,34037,133000042968,43,46,0.49,24.9756483,92.5584733,49.88
198,29679,133000038040,43,43,0.49,24.979009,92.5323281,50.37
199,21091,133000028493,43,46,0.84,24.9775801,92.556479,51.21
200,29497,133000037815,43,49,1.0,24.9747952,92.5837414,52.21
201,20044,133000027332,43,46,0.72,24.9766531,92.5834315,52.93
202,23009,133000030567,43,46,0.78,24.9727282,92.5530724,53.71
203,23008,133000030566,43,46,0.94,24.9727282,92.5530724,54.65
204,20961,133000028348,43,46,0.52,24.9830861,92.5609524,55.17
205,20582,133000027916,43,46,0.52,24.9831635,92.5551544,55.69
206,29651,133000038012,43,43,0.49,24.982565,92.5570267,56.18
207,29652,133000038013,43,46,0.49,24.9758853,92.5849809,56.67
208,14106,133000020490,43,46,0.42,24.9768643,92.5560778,57.089999999999996
209,6960,133000010953,43,46,0.31,24.9825617,92.5559933,57.4
210,5319,133000007785,43,46,0.48,24.9796038,92.5626736,57.88
211,29678,133000038039,43,46,0.49,24.9764521,92.5301613,58.37
212,6956,133000010949,43,46,0.46,24.9707909,92.5580276,58.83
213,30978,133000039514,43,43,0.49,24.9831267,92.55611,59.32
214,10365,133000015696,43,46,0.46,24.9826733,92.5540333,59.78
215,5297,133000007763,43,46,0.7,24.9789687,92.556479,60.48
216,29654,133000038015,43,46,0.49,24.9796038,92.5626736,60.97
217,29656,133000038017,43,46,0.49,24.973733,92.5301515,61.46
218,11837,133000017572,43,46,0.06,24.9836369,92.5651517,61.52
219,11838,133000017573,43,46,1.0,24.9796038,92.5626736,62.52
220,11839,133000017574,43,46,0.06,24.9727282,92.5530724,62.58
221,11840,133000017575,43,46,0.06,24.9797483,92.5565117,62.64
222,11841,133000017576,43,46,0.06,24.9827205,92.5575408,62.7
223,11842,133000017577,43,46,0.06,24.9723365,92.5543111,62.76
224,40202,133000049999,43,48,1.0,24.9797045,92.5567887,63.76
225,29655,133000038016,43,46,0.49,24.9827043,92.5566377,64.25
226,40352,133000050169,43,46,1.0,24.9727282,92.5530724,65.25
227,29634,133000037994,43,46,0.49,24.9727123,92.5540014,65.74
228,27569,133000035726,43,46,1.0,24.9763367,92.556045,66.74
229,29648,133000038009,43,43,0.49,24.9796038,92.5626736,67.23
230,5287,133000007753,43,46,1.0,24.9765766,92.5372544,68.23
231,29646,133000038007,43,43,0.49,24.9783651,92.5484273,68.72
232,29649,133000038010,43,46,0.49,24.9829483,92.5550167,69.21
233,29641,133000038002,43,46,0.49,24.9796038,92.5626736,69.7
234,29644,133000038005,43,43,0.49,24.969404,92.552453,70.19
235,29643,133000038004,43,46,0.49,24.9856167,92.55759,70.68
236,29642,133000038003,43,46,0.49,24.9847317,92.5587167,71.17
237,29633,133000037993,43,46,0.49,24.9763077,92.5562233,71.66
238,11798,133000017533,43,46,0.5,24.9826733,92.5540333,72.16
239,11834,133000017569,43,46,1.0,24.9779184,92.5310899,73.16
240,40709,133000050553,43,75,1.0,24.9849033,92.5586733,74.16
241,5286,133000007752,43,46,1.0,24.9652278,92.5583373,75.16
242,39321,133000049052,43,46,1.0,24.9835909,92.560708,76.16
243,17880,133000024800,43,48,0.5,24.985204,92.5582116,76.66
244,29638,133000037998,43,43,0.49,24.9766253,92.5564124,77.15
245,29650,133000038011,43,43,0.49,24.9829633,92.554445,77.64
246,18779,133000025932,43,48,2.0,24.9805285,92.5570583,79.64
247,43529,133010071845,43,48,1.0,24.980076,92.5567777,80.64
248,10961,133000016438,43,48,0.41,24.9819412,92.5566049,81.05
249,29640,133000038001,43,43,0.49,24.982703,92.5566391,81.54
250,29639,133000038000,43,46,0.49,24.9820374,92.5566929,82.03
251,17769,133000024679,43,46,0.62,24.98192,92.555245,82.65
252,10962,133000016439,43,48,0.31,24.9807191,92.5564614,82.96
253,29636,133000037996,43,46,0.49,24.9751927,92.5564096,83.45
254,5290,133000007756,43,46,0.28,24.9840233,92.5642224,83.73
255,11843,133000017578,43,46,1.0,24.9797675,92.5565307,84.73
256,11844,133000017579,43,46,0.06,24.9836617,92.5545433,84.79
257,29657,133000038018,43,46,0.49,24.9831267,92.55611,85.28
258,10370,133000015701,43,46,0.46,24.98537,92.5585267,85.74
259,39488,133000049235,43,75,1.0,24.9856887,92.531709,86.74
260,40799,133000050658,43,46,1.0,24.9749528,92.5578028,87.74
261,5289,133000007755,43,46,0.28,24.9858988,92.557648,88.02
262,5288,133000007754,43,46,0.52,24.9796038,92.5626736,88.54
263,29637,133000037997,43,46,0.49,24.9760833,92.5556633,89.03
264,39533,133000049283,43,46,1.0,24.9727282,92.5530724,90.03
265,29635,133000037995,43,46,0.49,24.9719236,92.5567887,90.52
266,29645,133000038006,43,46,0.49,24.9856484,92.5582881,91.01
267,5284,133000007750,43,46,1.0,24.9796038,92.5626736,92.01
268,11836,133000017571,43,46,0.06,24.9727282,92.5530724,92.07
269,29662,133000038023,43,46,0.49,24.9826628,92.5560383,92.56
270,5282,133000007748,43,46,0.62,24.9723365,92.5543111,93.18
271,5281,133000007747,43,46,1.0,24.9792279,92.5629833,94.18
272,29658,133000038019,43,46,0.49,24.9740926,92.5382098,94.67
273,29668,133000038029,43,46,0.49,24.9837717,92.558087,95.16
274,29667,133000038028,43,46,0.49,24.9825783,92.55558,95.65
275,5295,133000007761,43,46,0.62,24.979408,92.552453,96.27
276,5296,133000007762,43,46,0.6,24.9796038,92.5626736,96.87
277,5303,133000007769,43,46,0.4,24.9869049,92.5255186,97.27
278,33988,133000042902,43,46,1.0,24.9796038,92.5626736,98.27
279,5293,133000007759,43,46,0.52,24.9823619,92.5603653,98.79
280,29676,133000038037,43,46,0.49,24.9779735,92.5496659,99.28
281,5301,133000007767,43,46,0.5,24.98192,92.555245,99.78
282,5300,133000007766,43,46,0.32,24.9825998,92.5555583,100.1
283,29675,133000038036,43,46,0.49,24.9797627,92.553382,100.59
284,29674,133000038035,43,46,0.49,24.982755,92.5551033,101.08
285,29673,133000038034,43,43,0.49,24.9819285,92.5552471,101.57
286,29672,133000038033,43,43,0.49,24.9796038,92.5626736,102.06
287,29671,133000038032,43,46,0.49,24.9797415,92.5546208,102.55
288,5299,133000007765,43,46,0.32,24.9843991,92.5639126,102.87
289,5298,133000007764,43,46,0.32,24.978344,92.5496659,103.19
290,5285,133000007751,43,46,1.0,24.9814043,92.5569829,104.19
291,5294,133000007760,43,46,0.38,24.9791717,92.556175,104.57
292,5283,133000007749,43,46,0.36,24.9850558,92.5583792,104.92999999999999
293,27937,133000036147,43,46,0.62,24.9853548,92.5585993,105.55
294,29669,133000038030,43,46,0.49,24.9830952,92.5569032,106.04
295,29670,133000038031,43,43,0.49,24.9787989,92.5559148,106.53
296,29666,133000038027,43,46,0.49,24.9762612,92.584671,107.02
297,11835,133000017570,43,46,0.06,24.9847271,92.5663907,107.08
298,10358,133000015689,43,46,0.42,24.9777281,92.556372,107.5
299,10359,133000015690,43,46,0.47,24.97664,92.5563883,107.97
300,22865,133000030407,43,46,0.62,24.9791083,92.5556891,108.59
301,10360,133000015691,43,46,0.42,24.9778801,92.5564091,109.01
302,10361,133000015692,43,46,0.42,24.9818664,92.5594947,109.42999999999999
303,10363,133000015694,43,46,1.0,24.977763,92.5568622,110.42999999999999
304,29660,133000038021,43,43,0.49,24.9783395,92.5563275,110.92
305,29659,133000038020,43,46,0.49,24.9779798,92.5565017,111.41
306,10364,133000015695,43,46,0.47,24.9797415,92.5546208,111.88
307,29661,133000038022,43,46,0.49,24.9829767,92.5549817,112.37
308,10357,133000015688,43,46,0.36,24.9723312,92.5546208,112.73
309,10367,133000015698,43,46,1.0,24.982989,92.5576506,113.73
310,10368,133000015699,43,46,1.0,24.9833713,92.5579112,114.73
311,10369,133000015700,43,46,1.0,24.9957515,92.5716572,115.73
312,27694,133000035866,43,46,0.62,24.9805033,92.5581617,116.35
313,27858,133000036063,43,46,0.57,24.9852552,92.5592701,116.92
314,29647,133000038008,43,43,0.49,24.9858783,92.5575283,117.41
315,29664,133000038025,43,46,0.49,24.9727521,92.5298518,117.9
316,17215,133000024054,43,46,0.52,24.9847377,92.5657712,118.42
317,29665,133000038026,43,46,0.49,24.9827925,92.5543583,118.91
318,5302,133000007768,43,46,0.56,24.9823258,92.5553866,119.47
319,10366,133000015697,43,46,0.44,24.982755,92.5551033,119.91
320,8063,133000012547,44,46,0.06,24.9701023,92.4890118,0.06
321,7315,133000011597,44,46,1.0,24.9693406,92.4902489,1.06
322,8062,133000012546,44,46,1.0,24.9546055,92.5072616,2.06
323,7314,133000011596,44,46,1.0,24.9693406,92.4902489,3.06
324,8069,133000012553,44,46,0.06,24.9701023,92.4890118,3.12
325,8072,133000012556,44,46,0.06,24.963695,92.4955067,3.18
326,8068,133000012552,44,46,1.0,24.94977,92.5006717,4.18
327,8074,133000012558,44,46,0.06,24.9701023,92.4890118,4.24
328,7316,133000011598,44,46,1.0,24.9693406,92.4902489,5.24
329,8079,133000012563,44,46,1.0,24.9701023,92.4890118,6.24
330,7280,133000011559,44,46,1.0,24.9707919,92.4921045,7.24
331,8075,133000012559,44,46,0.06,24.9526217,92.5002667,7.3
332,8077,133000012561,44,46,1.0,24.9526475,92.5003981,8.3
333,7318,133000011600,44,46,1.0,24.9351027,92.5211857,9.3
334,8064,133000012548,44,46,1.0,24.9802322,92.5158979,10.3
335,8082,133000012566,44,46,0.06,24.9701023,92.4890118,10.36
336,29483,133000037800,44,46,1.0,24.9701023,92.4890118,11.36
337,8059,133000012543,44,46,1.0,24.9693406,92.4902489,12.36
338,8060,133000012544,44,46,1.0,24.9701023,92.4890118,13.36
339,7285,133000011565,44,46,0.2,24.9693406,92.4902489,13.56
340,8067,133000012551,44,46,0.06,24.9803713,92.5174722,13.620000000000001
341,8065,133000012549,44,46,0.06,24.981206,92.5119025,13.68
342,8084,133000012568,44,46,1.0,24.9693406,92.4902489,14.68
343,7277,133000011556,44,46,1.0,24.9693406,92.4902489,15.68
344,7258,133000011533,44,46,0.2,24.9701023,92.4890118,15.88
345,8085,133000012569,44,46,0.06,24.9783387,92.5499756,15.94
346,7273,133000011552,44,46,1.0,24.95199,92.4998233,16.94
347,7288,133000011568,44,46,1.0,24.9667417,92.4905582,17.94
348,7276,133000011555,44,46,1.0,24.9526583,92.4993167,18.94
349,7269,133000011547,44,46,0.2,24.9693406,92.4902489,19.14
350,7270,133000011548,44,46,1.0,24.9667416,92.490564,20.14
351,7271,133000011549,44,46,1.0,24.9693406,92.4902489,21.14
352,7272,133000011550,44,46,0.2,24.9701023,92.4890118,21.34
353,7286,133000011566,44,46,0.22,24.9693406,92.4902489,21.56
354,7274,133000011553,44,46,0.2,24.9516627,92.4999816,21.76
355,7275,133000011554,44,46,1.0,24.9526616,92.4993237,22.76
356,7265,133000011542,44,46,0.2,24.9514367,92.501045,22.96
357,7278,133000011557,44,46,0.2,24.9519347,92.499786,23.16
358,7279,133000011558,44,46,0.2,24.9707919,92.4921045,23.36
359,7262,133000011538,44,46,1.0,24.9707919,92.4921045,24.36
360,7267,133000011544,44,46,1.0,24.9508784,92.5004217,25.36
361,7264,133000011540,44,46,0.2,24.9509276,92.5007124,25.56
362,7263,133000011539,44,46,1.0,24.9502617,92.4989267,26.56
363,7261,133000011537,44,46,1.0,24.9693406,92.4902489,27.56
364,7259,133000011534,44,46,1.0,24.9701023,92.4890118,28.56
365,7281,133000011560,44,46,1.0,24.9667314,92.4911767,29.56
366,7257,133000011532,44,46,1.0,24.9497696,92.5006717,30.56
367,7283,133000011563,44,46,1.0,24.9693406,92.4902489,31.56
368,7311,133000011593,44,46,1.0,24.9667416,92.490564,32.56
369,7299,133000011580,44,46,0.2,24.9296637,92.5140684,32.76
370,7308,133000011590,44,46,0.2,24.9512416,92.4986803,32.96
371,7306,133000011588,44,46,0.2,24.9512975,92.4985664,33.16
372,7304,133000011586,44,46,1.0,24.9707919,92.4921045,34.16
373,7303,133000011585,44,46,1.0,24.8916478,92.5047866,35.16
374,7302,133000011584,44,46,0.2,24.9711109,92.4951974,35.36
375,7301,133000011583,44,46,1.0,24.9693406,92.4902489,36.36
376,7309,133000011591,44,46,1.0,24.9540608,92.4955067,37.36
377,7298,133000011579,44,46,0.2,24.9508164,92.4982823,37.56
378,7310,133000011592,44,46,0.2,24.9514398,92.4987029,37.76
379,7290,133000011570,44,46,1.0,24.9761438,92.4822087,38.76
380,7300,133000011582,44,46,0.2,24.9707919,92.4921045,38.96
381,7297,133000011578,44,46,1.0,24.9796459,92.5165439,39.96
382,7295,133000011576,44,46,1.0,24.9693406,92.4902489,40.96
383,7294,133000011574,44,46,0.2,24.9297895,92.5286137,41.160000000000004
384,7292,133000011572,44,46,0.2,24.95018,92.4980733,41.36
385,9231,133000014030,44,46,1.0,24.9526846,92.4998246,42.36
386,7287,133000011567,44,46,0.2,24.9693406,92.4902489,42.56
387,7289,133000011569,44,46,1.0,24.9693406,92.4902489,43.56
388,8088,133000012572,44,46,1.0,24.9701023,92.4890118,44.56
389,7307,133000011589,44,46,0.2,24.9512201,92.4986931,44.76
390,7284,133000011564,44,46,0.2,24.8858365,92.4976718,44.96
391,8086,133000012570,44,46,0.06,24.9693406,92.4902489,45.02
392,7296,133000011577,44,46,1.0,24.9761438,92.4822087,46.02
393,9373,133000014246,44,46,0.06,24.9796459,92.5165439,46.08
394,7312,133000011594,44,46,0.2,24.9693406,92.4902489,46.28
395,8096,133000012580,44,46,1.0,24.9711263,92.4942695,47.28
396,9374,133000014247,44,46,0.06,24.9701023,92.4890118,47.34
397,9376,133000014249,44,46,1.0,24.9701023,92.4890118,48.34
398,9525,133000014448,44,46,1.0,24.9701023,92.4890118,49.34
399,40668,133000050508,44,46,1.0,24.9796459,92.5165439,50.34
400,43506,133010071818,44,46,1.0,24.9667314,92.4911767,51.34
401,19776,133000027042,44,46,0.67,24.9533517,92.4990967,52.01
402,8087,133000012571,44,46,0.06,24.9701023,92.4890118,52.07
403,41186,133000051124,44,46,1.0,24.952965,92.4989283,53.07
404,8091,133000012575,44,46,1.0,24.9701023,92.4890118,54.07
405,27557,133000035713,44,46,0.57,24.9693406,92.4902489,54.64
406,8095,133000012579,44,46,0.06,24.9701023,92.4890118,54.7
407,8089,133000012573,44,46,0.06,24.9701023,92.4890118,54.76
408,8092,133000012576,44,46,0.06,24.9701023,92.4890118,54.82
409,7313,133000011595,44,46,1.0,24.9526583,92.4993167,55.82
410,9232,133000014031,44,46,1.0,24.9693406,92.4902489,56.82
411,8093,133000012577,44,46,0.06,24.9546055,92.5072616,56.88
